Taxon	F0289	F0290	F0291	F0292	F0293	F0295	F0296	F0297	F0298	F0299	F0300	F0301	F0304	F0305	F0306	F0307	F0308	F0309	F0310	F0311	F0313	F0314	F0315	F0316	F0317	F0318	F0319	F0320	F0321	F0322	F0323	F0324	F0326	F0327	F0328	F0329	F0331	F0332	F0334	F0335	F0336	F0371	F0380	F0445	H0487	H0505	H0523	H0528	H0571	H0577	H0587	H0601	H0613	H0617	H0618	H0622	H0624	H0627	H0638	H0647	H0656	H0658	H0659	H0661	H0664	H0667	H0668	H0680	H0681	H0682	H0684	H0689	H0693	H0694	H0700	H0705	H0709	H0716	H0735	H0736	H0738	H0742	H0757	H0762	H0768	H0775	H0781	H0785	H0790	H0793	H0796	H0800	H0812	H0823	H0838	H0846	H0849	H0851	H0866	H0886	H0896	H0914	H0915	H0930	J0001	J0003	J0005	J0018	J0020	J0022	J0024	J0036	J0038	J0040	J0042	J0054	J0056	J0058	J0060	J0072	J0074	J0076	J0078	J0090	J0092	J0094	J0109	J0124	J0126	J0128	M0827	M0828	M0829	M0830	M0831	M0832	M0833	M0834	M0835	M0836	M0837	M0838	M0839	M0840	M0841	M0842	M0843	M0845	M0846	M0847	M0848	M0849	M0851	M0852	M0853	M0854	M0855
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Papillibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor	0.0	0.0	0.0	2.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	12.0	0.0	0.0	1.0	1.0	0.0	1.0	9.0	1.0	7.0	9.0	0.0	6.0	12.0	10.0	1.0	3.0	0.0	0.0	3.0	0.0	6.0	1.0	3.0	1.0	2.0	5.0	3.0	2.0	9.0	1.0	3.0	2.0	0.0	1.0	5.0	4.0	1.0	0.0	1.0	0.0	4.0	2.0	1.0	0.0	2.0	9.0	4.0	6.0	1.0	4.0	4.0	5.0	2.0	2.0	6.0	3.0	3.0	9.0	3.0	11.0	2.0	6.0	6.0	8.0	1.0	0.0	8.0	4.0	0.0	4.0	0.0	0.0	0.0	3.0	1.0	0.0	3.0	5.0	5.0	1.0	0.0	3.0	1.0	6.0	0.0	4.0	5.0	3.0	1.0	0.0	1.0	0.0	9.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	2.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	17.0	14.0	11.0	0.0	0.0	508.0	183.0	293.0	15.0	0.0	47.0	0.0	201.0	0.0	0.0	0.0	289.0	0.0	38.0	0.0	0.0	0.0	293.0	0.0	0.0	1.0	0.0	23.0	0.0	0.0	28.0	0.0	0.0	16.0	0.0	0.0	5.0	0.0	21.0	375.0	801.0	13.0	35.0	397.0	167.0	0.0	93.0	145.0	1.0	1.0	32.0	2.0	71.0	0.0	3.0	2.0	72.0	23.0	19.0	190.0	37.0	23.0	168.0	10.0	295.0	116.0	129.0	48.0	27.0	1.0	30.0	188.0	96.0	10.0	63.0	2.0	28.0	13.0	147.0	54.0	164.0	221.0	87.0	266.0	205.0	375.0	500.0	920.0	520.0	534.0	32.0	310.0	286.0	319.0	780.0	589.0	598.0	408.0	46.0	379.0	23.0	638.0	757.0	2.0	851.0	286.0	67.0	517.0	22.0	72.0	1.0	81.0	10.0	177.0	11.0	482.0	13.0	187.0	5.0	501.0	25.0	63.0	326.0	244.0	6.0	72.0	271.0	312.0	275.0	46.0	0.0	276.0	8.0	603.0	105.0	0.0	459.0	222.0	408.0	52.0	130.0	0.0	534.0	214.0	103.0	2.0	37.0	4.0	14.0	3.0	67.0	3.0	118.0	328.0	286.0	187.0	349.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Saccharofermentans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0	2.0	0.0	1.0	10.0	1.0	3.0	0.0	3.0	2.0	0.0	1.0	5.0	5.0	0.0	0.0	3.0	0.0	1.0	1.0	4.0	3.0	2.0	1.0	0.0	7.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	2.0	3.0	2.0	1.0	2.0	2.0	1.0	0.0	1.0	0.0	1.0	3.0	1.0	2.0	5.0	1.0	0.0	0.0	8.0	14.0	2.0	0.0	2.0	6.0	3.0	3.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0	5.0	0.0	1.0	1.0	2.0	2.0	0.0	3.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	0.0	2.0	0.0	2.0	6.0	3.0	0.0	0.0	2.0	0.0	3.0	4.0	0.0	1.0	0.0	2.0	0.0	2.0	2.0	1.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Sporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Subdoligranulum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	5.0	9.0	0.0	1.0	1.0	2.0	14.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	4.0	1.0	1.0	0.0	5.0	12.0	1.0	1.0	1.0	1.0	2.0	1.0	11.0	1.0	9.0	2.0	0.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	6.0	0.0	0.0	7.0	1.0	7.0	0.0	1.0	2.0	12.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	7.0	8.0	7.0	6.0	5.0	0.0	0.0	3.0	5.0	5.0	0.0	12.0	0.0	0.0	4.0	13.0	0.0	4.0	9.0	12.0	1.0	5.0	1.0	5.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__unassigned	4.0	2.0	13.0	0.0	0.0	58.0	0.0	55.0	4.0	0.0	0.0	0.0	42.0	0.0	0.0	138.0	32.0	14.0	5.0	0.0	15.0	0.0	57.0	0.0	0.0	1.0	11.0	12.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	67.0	0.0	98.0	82.0	96.0	117.0	333.0	133.0	59.0	101.0	153.0	36.0	39.0	8.0	33.0	5.0	101.0	6.0	48.0	10.0	42.0	29.0	64.0	79.0	67.0	4.0	62.0	25.0	70.0	20.0	223.0	132.0	28.0	23.0	35.0	91.0	98.0	2.0	29.0	19.0	76.0	70.0	68.0	60.0	3.0	121.0	153.0	309.0	212.0	594.0	141.0	94.0	396.0	92.0	411.0	92.0	284.0	157.0	75.0	507.0	35.0	27.0	48.0	43.0	4.0	81.0	107.0	56.0	76.0	110.0	74.0	127.0	33.0	43.0	96.0	49.0	52.0	18.0	52.0	52.0	141.0	282.0	107.0	80.0	47.0	44.0	161.0	31.0	62.0	170.0	104.0	30.0	64.0	164.0	0.0	114.0	13.0	11.0	11.0	0.0	33.0	89.0	59.0	26.0	44.0	0.0	89.0	23.0	15.0	12.0	78.0	3.0	5.0	5.0	48.0	18.0	111.0	125.0	154.0	188.0	93.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__unassigned;g__unassigned	26.0	22.0	18.0	5.0	0.0	259.0	148.0	456.0	98.0	0.0	51.0	0.0	94.0	0.0	0.0	161.0	353.0	0.0	88.0	0.0	0.0	20.0	210.0	1.0	0.0	19.0	114.0	6.0	21.0	7.0	64.0	19.0	12.0	0.0	1.0	0.0	27.0	14.0	202.0	295.0	537.0	567.0	571.0	629.0	104.0	161.0	147.0	84.0	34.0	51.0	42.0	26.0	1248.0	23.0	289.0	279.0	529.0	371.0	70.0	660.0	133.0	62.0	107.0	491.0	105.0	141.0	197.0	130.0	80.0	53.0	61.0	129.0	154.0	49.0	610.0	272.0	66.0	233.0	359.0	174.0	57.0	202.0	200.0	341.0	443.0	489.0	378.0	286.0	247.0	205.0	994.0	300.0	387.0	210.0	213.0	427.0	258.0	169.0	178.0	448.0	45.0	177.0	304.0	278.0	694.0	414.0	85.0	518.0	328.0	217.0	245.0	659.0	297.0	277.0	81.0	437.0	612.0	272.0	72.0	380.0	548.0	150.0	95.0	337.0	455.0	249.0	191.0	474.0	92.0	274.0	1.0	376.0	173.0	224.0	122.0	0.0	305.0	194.0	438.0	563.0	942.0	0.0	390.0	348.0	574.0	158.0	379.0	736.0	1042.0	190.0	336.0	1058.0	355.0	499.0	810.0	567.0	270.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__unassigned;f__unassigned;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Allobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	9.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	3.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	739.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_XVIII	24.0	11.0	133.0	0.0	0.0	44.0	10.0	109.0	90.0	0.0	2.0	0.0	60.0	4.0	39.0	123.0	55.0	0.0	120.0	0.0	18.0	20.0	186.0	0.0	0.0	0.0	2.0	22.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	87.0	11.0	46.0	77.0	25.0	148.0	65.0	60.0	0.0	1.0	266.0	22.0	2.0	37.0	65.0	3.0	15.0	124.0	11.0	7.0	43.0	619.0	227.0	79.0	178.0	79.0	424.0	187.0	215.0	373.0	87.0	541.0	251.0	254.0	120.0	193.0	349.0	226.0	123.0	0.0	267.0	0.0	180.0	384.0	21.0	314.0	16.0	18.0	22.0	162.0	38.0	38.0	612.0	12.0	23.0	150.0	170.0	16.0	110.0	68.0	15.0	19.0	6.0	29.0	169.0	93.0	326.0	1.0	24.0	0.0	117.0	60.0	21.0	207.0	36.0	85.0	116.0	9.0	28.0	64.0	28.0	27.0	80.0	59.0	80.0	233.0	23.0	282.0	51.0	14.0	111.0	66.0	135.0	58.0	0.0	70.0	19.0	120.0	233.0	0.0	26.0	41.0	46.0	44.0	146.0	0.0	50.0	29.0	93.0	32.0	75.0	2394.0	2615.0	2297.0	189.0	17.0	43.0	202.0	188.0	121.0	99.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Coprobacillus	0.0	0.0	0.0	0.0	0.0	56.0	0.0	15.0	52.0	0.0	26.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	27.0	0.0	33.0	0.0	0.0	8.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	58.0	0.0	1.0	0.0	0.0	3.0	0.0	8.0	0.0	50.0	0.0	0.0	0.0	7.0	0.0	86.0	25.0	15.0	3.0	8.0	13.0	5.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	1.0	0.0	1.0	0.0	15.0	0.0	4.0	26.0	0.0	50.0	16.0	18.0	8.0	2.0	12.0	25.0	26.0	1.0	54.0	4.0	0.0	6.0	25.0	0.0	0.0	18.0	11.0	4.0	31.0	4.0	5.0	49.0	0.0	50.0	31.0	19.0	0.0	0.0	4.0	0.0	11.0	16.0	1.0	0.0	94.0	1.0	4.0	8.0	32.0	13.0	2.0	5.0	63.0	6.0	0.0	10.0	14.0	0.0	6.0	1.0	3.0	64.0	0.0	1.0	41.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	14.0	19.0	17.0	12.0	8.0	2.0	3.0	23.0	9.0	15.0	15.0	2.0	1.0	3.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	28.0	0.0	1.0	1.0	3.0	3.0	0.0	4.0	0.0	4.0	4.0	0.0	7.0	1.0	0.0	0.0	1.0	1.0	2.0	3.0	6.0	1.0	3.0	1.0	4.0	1.0	8.0	2.0	1.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	0.0	2.0	3.0	0.0	2.0	0.0	3.0	2.0	3.0	2.0	2.0	0.0	0.0	2.0	6.0	0.0	6.0	2.0	6.0	3.0	3.0	1.0	1.0	0.0	2.0	2.0	3.0	1.0	4.0	2.0	5.0	3.0	1.0	8.0	8.0	8.0	1.0	8.0	6.0	4.0	3.0	3.0	3.0	5.0	4.0	7.0	3.0	4.0	2.0	8.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	5.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	0.0	2.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium	23.0	0.0	6.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	0.0	0.0	9.0	0.0	0.0	21.0	0.0	62.0	3.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	18.0	0.0	20.0	30.0	0.0	0.0	0.0	1026.0	23.0	0.0	30.0	122.0	7.0	19.0	0.0	0.0	7.0	2.0	1.0	0.0	0.0	737.0	4.0	0.0	14.0	553.0	0.0	0.0	39.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	12.0	0.0	0.0	0.0	0.0	2.0	1.0	6.0	36.0	186.0	32.0	48.0	164.0	26.0	246.0	274.0	25.0	20.0	44.0	0.0	12.0	0.0	39.0	0.0	4.0	0.0	3.0	1.0	8.0	5.0	5.0	0.0	7.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	155.0	0.0	0.0	2.0	35.0	10.0	0.0	0.0	62.0	1.0	1.0	0.0	1.0	0.0	5.0	1.0	118.0	54.0	0.0	48.0	23.0	111.0	5.0	96.0	0.0	0.0	2.0	0.0	0.0	797.0	121.0	70.0	1978.0	166.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
