Taxon	F0289	F0290	F0291	F0292	F0293	F0295	F0296	F0297	F0298	F0299	F0300	F0301	F0304	F0305	F0306	F0307	F0308	F0309	F0310	F0311	F0313	F0314	F0315	F0316	F0317	F0318	F0319	F0320	F0321	F0322	F0323	F0324	F0326	F0327	F0328	F0329	F0331	F0332	F0334	F0335	F0336	F0371	F0380	F0445	H0487	H0505	H0523	H0528	H0571	H0577	H0587	H0601	H0613	H0617	H0618	H0622	H0624	H0627	H0638	H0647	H0656	H0658	H0659	H0661	H0664	H0667	H0668	H0680	H0681	H0682	H0684	H0689	H0693	H0694	H0700	H0705	H0709	H0716	H0735	H0736	H0738	H0742	H0757	H0762	H0768	H0775	H0781	H0785	H0790	H0793	H0796	H0800	H0812	H0823	H0838	H0846	H0849	H0851	H0866	H0886	H0896	H0914	H0915	H0930	J0001	J0003	J0005	J0018	J0020	J0022	J0024	J0036	J0038	J0040	J0042	J0054	J0056	J0058	J0060	J0072	J0074	J0076	J0078	J0090	J0092	J0094	J0109	J0124	J0126	J0128	M0827	M0828	M0829	M0830	M0831	M0832	M0833	M0834	M0835	M0836	M0837	M0838	M0839	M0840	M0841	M0842	M0843	M0845	M0846	M0847	M0848	M0849	M0851	M0852	M0853	M0854	M0855
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales	6.0	10.0	40.0	11.0	20.0	424.0	22.0	230.0	26.0	0.0	11.0	0.0	40.0	52.0	0.0	20.0	19.0	0.0	60.0	0.0	10.0	0.0	383.0	0.0	0.0	10.0	81.0	0.0	0.0	0.0	60.0	11.0	0.0	5.0	0.0	0.0	25.0	0.0	28.0	785.0	31.0	28.0	82.0	34.0	14.0	94.0	23.0	61.0	98.0	117.0	61.0	14.0	49.0	3.0	153.0	160.0	263.0	54.0	30.0	146.0	156.0	110.0	17.0	112.0	53.0	123.0	53.0	50.0	134.0	36.0	107.0	44.0	87.0	46.0	193.0	46.0	14.0	83.0	47.0	344.0	32.0	95.0	58.0	52.0	20.0	69.0	75.0	350.0	47.0	39.0	24.0	33.0	97.0	29.0	436.0	77.0	854.0	163.0	1519.0	446.0	72.0	358.0	124.0	288.0	50.0	80.0	134.0	20.0	119.0	205.0	109.0	47.0	106.0	24.0	26.0	121.0	334.0	49.0	62.0	88.0	323.0	38.0	51.0	117.0	279.0	45.0	37.0	90.0	72.0	90.0	0.0	25.0	19.0	97.0	1.0	0.0	14.0	1.0	2.0	2.0	11.0	0.0	72.0	7.0	5.0	4.0	86.0	41.0	98.0	82.0	90.0	36.0	1.0	4.0	9.0	18.0	19.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1522.0	14.0	314.0	650.0	151.0	179.0	58.0	171.0	922.0	33.0	891.0	42.0	154.0	251.0	58.0	49.0	104.0	17.0	908.0	51.0	20.0	19.0	1056.0	42.0	1.0	36.0	741.0	2082.0	160.0	55.0	817.0	28.0	98.0	168.0	105.0	41.0	667.0	18.0	926.0	165.0	247.0	249.0	113.0	125.0	859.0	2497.0	1257.0	766.0	3106.0	359.0	1384.0	1885.0	204.0	1454.0	169.0	172.0	41.0	363.0	2470.0	411.0	1602.0	1287.0	1062.0	886.0	1171.0	1537.0	564.0	1756.0	875.0	950.0	2430.0	1308.0	1355.0	2356.0	510.0	263.0	1892.0	767.0	1070.0	1666.0	1904.0	122.0	914.0	442.0	466.0	99.0	368.0	298.0	135.0	594.0	99.0	203.0	386.0	856.0	311.0	190.0	401.0	298.0	720.0	590.0	523.0	494.0	42.0	264.0	148.0	948.0	757.0	180.0	1850.0	133.0	59.0	450.0	2267.0	796.0	2103.0	169.0	967.0	289.0	234.0	111.0	488.0	1053.0	576.0	329.0	831.0	293.0	622.0	148.0	905.0	255.0	1.0	1185.0	888.0	406.0	649.0	0.0	435.0	335.0	239.0	114.0	87.0	3.0	1324.0	683.0	103.0	2510.0	645.0	5.0	57.0	115.0	540.0	241.0	473.0	379.0	394.0	77.0	355.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteria;o__Flavobacteriales	3.0	0.0	3.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	17.0	14.0	8.0	1.0	21.0	0.0	0.0	146.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	67.0	28.0	0.0	0.0	12.0	8.0	8.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales	14.0	1.0	19.0	11.0	164.0	1.0	40.0	4.0	1.0	129.0	12.0	80.0	0.0	5.0	63.0	16.0	2.0	9.0	0.0	0.0	103.0	138.0	1.0	183.0	64.0	18.0	26.0	8.0	6.0	47.0	0.0	19.0	68.0	19.0	68.0	0.0	0.0	52.0	9.0	3.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__unassigned;o__unassigned	0.0	0.0	44.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	17.0	18.0	0.0	17.0	0.0	0.0	22.0	0.0	6.0	18.0	8.0	0.0	23.0	0.0	0.0	12.0	11.0	0.0	23.0	0.0	0.0	0.0	9.0	0.0	0.0	1.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	7.0	4.0	1.0	0.0	5.0	6.0	49.0	5.0	2.0	0.0	3.0	0.0	1.0	0.0	7.0	35.0	0.0	4.0	0.0	0.0	6.0	3.0	1.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	42.0	0.0	55.0	0.0	0.0	0.0	1.0	0.0	26.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	16.0	2.0	18.0
k__Bacteria;p__DeinococcusThermus;c__Deinococci;o__Deinococcales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__DeinococcusThermus;c__Deinococci;o__Thermales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	155.0	1958.0	301.0	380.0	289.0	12.0	123.0	5.0	3.0	267.0	192.0	359.0	252.0	664.0	535.0	206.0	18.0	309.0	0.0	274.0	252.0	101.0	21.0	469.0	474.0	127.0	161.0	100.0	163.0	210.0	4.0	394.0	271.0	628.0	275.0	518.0	1.0	88.0	178.0	11.0	181.0	7.0	0.0	0.0	4.0	0.0	1.0	1.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	12.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	3.0	2.0	4.0	0.0	9.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	10.0	0.0	1.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	321.0	1009.0	908.0	1952.0	835.0	37.0	159.0	570.0	137.0	291.0	683.0	337.0	226.0	2832.0	361.0	142.0	202.0	98.0	132.0	206.0	174.0	146.0	36.0	603.0	92.0	268.0	218.0	151.0	1818.0	298.0	140.0	263.0	128.0	73.0	212.0	211.0	2389.0	93.0	623.0	21.0	151.0	481.0	179.0	249.0	1704.0	333.0	541.0	1475.0	42.0	412.0	701.0	452.0	357.0	103.0	667.0	515.0	1182.0	516.0	70.0	561.0	353.0	416.0	53.0	291.0	290.0	37.0	129.0	35.0	207.0	14.0	231.0	223.0	157.0	386.0	1326.0	3101.0	90.0	1362.0	162.0	51.0	776.0	1078.0	156.0	52.0	76.0	362.0	272.0	401.0	81.0	230.0	508.0	596.0	389.0	106.0	8.0	261.0	145.0	469.0	205.0	65.0	697.0	22.0	129.0	1700.0	267.0	122.0	63.0	216.0	153.0	74.0	2164.0	361.0	109.0	1616.0	590.0	1153.0	200.0	853.0	2045.0	1199.0	147.0	629.0	1868.0	1685.0	297.0	770.0	65.0	1172.0	89.0	448.0	1.0	229.0	1770.0	486.0	272.0	1.0	1313.0	644.0	725.0	3.0	120.0	0.0	123.0	457.0	726.0	382.0	588.0	160.0	28.0	358.0	41.0	776.0	1611.0	76.0	308.0	98.0	745.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__unassigned	2.0	10.0	46.0	0.0	1.0	54.0	23.0	59.0	314.0	0.0	39.0	1.0	0.0	0.0	0.0	0.0	45.0	0.0	313.0	0.0	14.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	216.0	0.0	0.0	0.0	0.0	1.0	34.0	0.0	0.0	28.0	146.0	1772.0	348.0	434.0	30.0	19.0	1.0	4.0	26.0	1.0	9.0	3.0	12.0	2.0	65.0	27.0	71.0	3.0	10.0	14.0	2.0	2.0	40.0	7.0	3.0	1.0	32.0	1.0	51.0	1.0	0.0	39.0	172.0	2.0	35.0	11.0	73.0	52.0	4.0	2.0	2.0	5.0	15.0	22.0	102.0	19.0	30.0	1.0	20.0	0.0	217.0	5.0	28.0	20.0	19.0	41.0	7.0	3.0	18.0	11.0	2.0	40.0	58.0	11.0	763.0	9.0	21.0	318.0	23.0	10.0	50.0	734.0	29.0	1.0	21.0	14.0	56.0	25.0	17.0	12.0	60.0	17.0	8.0	17.0	94.0	20.0	7.0	10.0	4.0	41.0	0.0	6.0	30.0	0.0	0.0	0.0	1.0	3.0	3.0	52.0	26.0	0.0	27.0	8.0	0.0	4.0	46.0	1.0	1.0	1.0	7.0	3.0	108.0	16.0	3.0	1.0	7.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	1636.0	156.0	536.0	109.0	203.0	3997.0	1631.0	3441.0	3157.0	79.0	940.0	36.0	991.0	18.0	60.0	2234.0	4370.0	78.0	3097.0	74.0	124.0	57.0	3071.0	63.0	61.0	142.0	2371.0	1442.0	90.0	110.0	3322.0	77.0	88.0	128.0	303.0	131.0	1416.0	56.0	1743.0	3662.0	2644.0	2016.0	3847.0	3700.0	2055.0	1658.0	2776.0	2476.0	1342.0	4032.0	2557.0	2542.0	3488.0	3173.0	3367.0	3885.0	2694.0	3250.0	1827.0	3493.0	2099.0	3017.0	3102.0	3359.0	3108.0	2724.0	3779.0	2471.0	3071.0	3671.0	1946.0	2790.0	2486.0	1664.0	2680.0	1398.0	2513.0	2246.0	3270.0	2392.0	2060.0	3136.0	3713.0	4274.0	3945.0	3977.0	3886.0	3539.0	3647.0	3619.0	3740.0	3832.0	3434.0	3799.0	3916.0	4182.0	3211.0	3801.0	2240.0	3657.0	3447.0	3641.0	3855.0	2507.0	3042.0	2637.0	3617.0	3386.0	2608.0	3420.0	1842.0	3113.0	1981.0	2230.0	1869.0	3344.0	3265.0	3365.0	2100.0	2990.0	3764.0	2249.0	2173.0	2327.0	3233.0	2794.0	3876.0	3408.0	3426.0	3594.0	6.0	3329.0	1685.0	3707.0	3387.0	8.0	3052.0	3632.0	3896.0	4535.0	4356.0	4.0	3017.0	3650.0	3774.0	1337.0	3182.0	2319.0	2110.0	1704.0	4015.0	3764.0	1473.0	3880.0	3630.0	2501.0	3431.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__unassigned	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales	47.0	11.0	148.0	44.0	0.0	121.0	10.0	195.0	148.0	0.0	41.0	12.0	148.0	13.0	39.0	123.0	58.0	0.0	184.0	0.0	18.0	45.0	223.0	0.0	33.0	0.0	2.0	30.0	0.0	38.0	106.0	18.0	0.0	20.0	30.0	0.0	104.0	11.0	1075.0	165.0	53.0	179.0	188.0	69.0	25.0	8.0	275.0	34.0	54.0	47.0	69.0	4.0	767.0	129.0	97.0	46.0	614.0	623.0	237.0	134.0	194.0	83.0	428.0	191.0	221.0	381.0	95.0	543.0	253.0	254.0	124.0	196.0	368.0	245.0	132.0	38.0	267.0	50.0	203.0	407.0	33.0	319.0	37.0	79.0	236.0	195.0	143.0	209.0	641.0	266.0	325.0	175.0	190.0	80.0	128.0	84.0	53.0	65.0	29.0	88.0	172.0	148.0	366.0	28.0	31.0	746.0	126.0	68.0	36.0	226.0	47.0	92.0	211.0	19.0	43.0	93.0	63.0	48.0	93.0	80.0	147.0	242.0	27.0	453.0	73.0	21.0	122.0	106.0	150.0	133.0	0.0	135.0	66.0	122.0	233.0	1.0	27.0	48.0	48.0	167.0	203.0	0.0	111.0	68.0	225.0	56.0	185.0	2402.0	2617.0	2302.0	212.0	29.0	856.0	339.0	261.0	2100.0	271.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales	146.0	6.0	164.0	310.0	234.0	23.0	13.0	98.0	181.0	0.0	12.0	0.0	15.0	148.0	0.0	0.0	128.0	0.0	167.0	27.0	0.0	0.0	17.0	43.0	0.0	10.0	104.0	343.0	111.0	0.0	163.0	16.0	0.0	0.0	9.0	1.0	70.0	12.0	0.0	17.0	80.0	1.0	2.0	4.0	36.0	39.0	82.0	129.0	202.0	22.0	84.0	62.0	70.0	3.0	450.0	171.0	4.0	40.0	25.0	191.0	211.0	37.0	45.0	38.0	98.0	75.0	204.0	49.0	35.0	43.0	91.0	60.0	66.0	174.0	4.0	121.0	50.0	146.0	83.0	71.0	68.0	38.0	15.0	14.0	20.0	42.0	21.0	36.0	21.0	17.0	19.0	33.0	30.0	27.0	157.0	31.0	259.0	22.0	170.0	62.0	54.0	274.0	392.0	173.0	12.0	91.0	54.0	12.0	111.0	19.0	18.0	12.0	54.0	68.0	75.0	12.0	58.0	191.0	6.0	5.0	39.0	420.0	124.0	5.0	69.0	593.0	91.0	40.0	118.0	119.0	0.0	62.0	333.0	113.0	257.0	0.0	30.0	31.0	15.0	17.0	39.0	0.0	151.0	74.0	17.0	304.0	57.0	2.0	0.0	0.0	41.0	25.0	7.0	5.0	3.0	0.0	25.0
k__Bacteria;p__Firmicutes;c__unassigned;o__unassigned	71.0	6.0	0.0	0.0	0.0	1.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	254.0	30.0	97.0	364.0	3.0	3.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	16.0	243.0	4.0	14.0	0.0	201.0	12.0	0.0	1.0	90.0	0.0	315.0	0.0	2.0	286.0	238.0	8.0	21.0	2.0	21.0	0.0	7.0	11.0	0.0	9.0	1.0	1.0	3.0	3.0	1.0	55.0	8.0	210.0	11.0	7.0	7.0	1.0	0.0	3.0	0.0	161.0	0.0	0.0	2.0	1.0	0.0	0.0	666.0	1.0	1.0	773.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	1.0	59.0	0.0	1.0	0.0	8.0	0.0	1.0	1.0	51.0	27.0	1.0	0.0	82.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	267.0	31.0	4.0	21.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	30.0	0.0	10.0	3.0	61.0	21.0	31.0	29.0	9.0
k__Bacteria;p__Fusobacteria;c__Fusobacteria;o__Fusobacteriales	303.0	0.0	6.0	183.0	27.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	6.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	126.0	0.0	0.0	244.0	0.0	0.0	54.0	32.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	63.0	0.0	1.0	0.0	188.0	2.0	72.0	0.0	16.0	0.0	10.0	0.0	16.0	241.0	0.0	0.0	1.0	38.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__Incertae_sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
