"Feature","PathCR.0.n","PathCR.0.mn","PathCR.1.n","PathCR.1.mn","PathCR.0.vs.PathCR.1","p.adj"
"p_Actinobacteria.c_Actinobacteria.o_Actinomycetales","29","0.131724137931034","15","0.146666666666667",0.891285029288263,0.891285029288263
"p_Actinobacteria.c_Actinobacteria.o_Coriobacteriales","29","1.66965517241379","15","2.85866666666667",0.756922234965906,0.837145986103857
"p_Bacteroidetes.c_Bacteroidia.o_Bacteroidales","29","14.5544827586207","15","20.524",0.0332227034428738,0.202255453485062
"p_Bacteroidetes.c_unassigned.o_unassigned","29","0.135172413793103","15","0.0533333333333333",0.0385248482828689,0.202255453485062
"p_Firmicutes.c_Bacilli.o_Bacillales","29","0.0110344827586207","15","0.016",0.186004407095673,0.390609254900913
"p_Firmicutes.c_Bacilli.o_Lactobacillales","29","6.67724137931034","15","5.15866666666667",0.0946590931029607,0.298774559812607
"p_Firmicutes.c_Bacilli.o_unassigned","29","1.04344827586207","15","0.212",0.210544212950943,0.401948042906346
"p_Firmicutes.c_Clostridia.o_Clostridiales","29","62.7027586206897","15","63.348",0.731846506942781,0.837145986103857
"p_Firmicutes.c_Clostridia.o_unassigned","29","0.00827586206896552","15","0.004",0.970588542042304,NA
"p_Firmicutes.c_Erysipelotrichia.o_Erysipelotrichales","29","7.37931034482759","15","3.08266666666667",0.503752293862514,0.755628440793771
"p_Firmicutes.c_Negativicutes.o_Selenomonadales","29","1.86344827586207","15","1.76133333333333",0.794799389412038,0.837145986103857
"p_Firmicutes.c_unassigned.o_unassigned","29","1.14620689655172","15","1.09866666666667",0.797281891527483,0.837145986103857
"p_Fusobacteria.c_Fusobacteria.o_Fusobacteriales","29","0.410344827586207","15","0.00133333333333333",0.135984365613947,0.31729685309921
"p_Proteobacteria.c_Alphaproteobacteria.o_unassigned","29","0.00758620689655172","15","0.0386666666666667",0.113818879928612,0.298774559812607
"p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales","29","0.299310344827586","15","0.442666666666667",0.590760031011101,0.827064043415541
"p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales","29","0.0331034482758621","15","0.0626666666666667",0.101902656723833,0.298774559812607
"p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales","29","0.36551724137931","15","0.722666666666667",0.47648508731091,0.755628440793771
"p_Proteobacteria.c_Gammaproteobacteria.o_Pasteurellales","29","0.00344827586206897","15","0.113333333333333",0.0982702372454965,0.298774559812607
"p_Proteobacteria.c_unassigned.o_unassigned","29","0.00896551724137931","15","0.008",0.787504458368631,0.837145986103857
"p_Synergistetes.c_Synergistia.o_Synergistales","29","0.0172413793103448","15","0.004",0.34253947631919,0.599444083558583
"p_Verrucomicrobia.c_Verrucomicrobiae.o_Verrucomicrobiales","29","0.0531034482758621","15","0.00533333333333333",0.0371734589739083,0.202255453485062
"p_unassigned.c_unassigned.o_unassigned","29","1.45862068965517","15","0.316",0.0321154843886871,0.202255453485062
