	F0308	F0309	F0300	F0305	F0307	F0380	H0617	H0613	H0618	H0846	M0828	M0829	H0757	J0060	H0577	H0571	J0036	H0661	H0664	H0915	H0914	H0668	H0851	F0371	H0587	H0505	J0078	J0076	J0074	H0742	H0866	F0289	J0058	F0445	J0042	J0040	H0775	H0849	J0020	H0790	H0793	H0796	J0126	J0024	J0054	J0056	H0762	H0647	J0072	H0768	F0298	F0292	F0290	F0291	F0297	F0295	H0781	H0681	H0785	H0886	H0658	H0659	J0022	H0800	H0716	H0656	F0331	F0335	F0334	F0336	H0896	H0700	H0812	H0487	H0705	J0038	H0709	M0853	M0852	M0851	J0128	M0855	M0854	J0124	H0624	H0627	H0667	H0622	H0682	H0528	H0680	H0684	H0523	H0689	F0323	F0320	H0823	M0839	H0738	H0736	H0735	J0003	J0001	M0848	M0849	H0638	M0845	M0846	M0847	M0840	M0841	M0842	M0843	H0694	H0693	F0319	F0315	M0833	F0310	J0018	H0838	H0930	M0834	J0090	J0092	J0094	M0831	M0830	H0601	J0109	M0835	J0005	M0837	M0836
F0289	0.675665688	0.830550965282	0.636457672409	0.671326226362	0.769577020827	0.815389893376	0.705109668847	0.675994432271	0.664317290389	0.74530525482	0.742465375808	0.70563919245	0.747149386611	0.670475565685	0.73603248472	0.691192538758	0.691034544114	0.7190496931	0.751453471334	0.7144675982	0.72991480837	0.663090967246	0.70326452226	0.783289184346	0.714103172494	0.656052684502	0.661406539027	0.649304923911	0.665797927541	0.780803567389	0.643814289932	0.0	0.640839558605	0.747496406136	0.661296525831	0.717444941615	0.744621108975	0.668285304238	0.675387310869	0.746394074121	0.726278646142	0.769832511779	0.70680114342	0.668601988539	0.702568556958	0.685104625136	0.767132126948	0.697022542485	0.671341405299	0.781551411949	0.682770310698	0.674756137635	0.756427752504	0.674574449946	0.650143049266	0.671201536989	0.759067142109	0.722479667632	0.702259086775	0.653366286053	0.700088149776	0.704833165504	0.686446271539	0.764838605417	0.64843279772	0.725745719564	0.627949300263	0.66684803461	0.764056521763	0.750311699473	0.744034346177	0.715332621939	0.750584394538	0.733889235729	0.722314519058	0.699203057624	0.6737277775	0.77042194549	0.766974822903	0.7558011043	0.664125529057	0.740098403432	0.774268117981	0.714282397654	0.697964783193	0.727384739938	0.750150585984	0.701434048757	0.739717756431	0.672506667698	0.775551749525	0.725297809464	0.725494458261	0.688483004029	0.617558358811	0.735364770769	0.749995762543	0.695657653819	0.69468394958	0.744184657608	0.718702511188	0.723942464444	0.738746012314	0.690730113365	0.748592664424	0.700593929674	0.783501758208	0.755083239397	0.760007432561	0.705152462209	0.749941258242	0.7004109985	0.740397718052	0.698264527019	0.698730980467	0.690212034923	0.594806175952	0.742757126022	0.688592527799	0.726347484377	0.661492500141	0.69531992792	0.771527293009	0.704445808321	0.692884814477	0.663676674221	0.741681108353	0.714321845701	0.686478300235	0.665301475033	0.784179894649	0.703822085294	0.756368911835	0.768259792373
J0058	0.658004279749	0.885710390319	0.765103845168	0.846339960825	0.821992728479	0.786152255554	0.672920631925	0.590048688254	0.580705306838	0.658936688684	0.665884127806	0.635223838166	0.637227648826	0.510063257323	0.693022738941	0.616707016145	0.654296326681	0.643043754434	0.666572573832	0.605294199602	0.643926333359	0.582251881534	0.630533896658	0.761237702028	0.641506984675	0.618365357789	0.453519678134	0.38183484648	0.609187833344	0.703570083445	0.561664185993	0.640839558605	0.0	0.688596664195	0.439030614323	0.659040998503	0.677455099406	0.584151418881	0.559653515974	0.676145741575	0.642110183707	0.702591850043	0.6190283517	0.49898859336	0.601467528935	0.603866866584	0.688263865829	0.617389821712	0.561718685178	0.715054075093	0.697008927326	0.839593906819	0.774452100281	0.741886630456	0.613930948621	0.628840431151	0.676116327082	0.653475189416	0.611657004503	0.591770315939	0.633272475903	0.638561170908	0.607726112904	0.67703402644	0.594241690299	0.642642790225	0.604842501092	0.623804111306	0.798277064372	0.788877966516	0.667216763291	0.62227198544	0.665600748259	0.666051515311	0.675587910692	0.611130699946	0.63626948802	0.710699546056	0.71754660841	0.729500898212	0.430352655185	0.702474054713	0.732513736782	0.591589817795	0.652613562992	0.657599925498	0.684963981687	0.688033100778	0.715506699958	0.566727076073	0.705481731099	0.64198702705	0.655344354512	0.604875412631	0.627340736658	0.72375270907	0.658025095307	0.588028976075	0.656427050799	0.668919685267	0.643212337139	0.651305418259	0.705005099176	0.641012082127	0.697639505513	0.628655224642	0.744655012595	0.719430255596	0.718355956702	0.617462405235	0.689033356801	0.612744591016	0.665003210709	0.653636902804	0.616545259876	0.719750668883	0.601439916394	0.669434425174	0.627287628301	0.668754566377	0.582810463963	0.628085807392	0.728779376394	0.631311554302	0.60191316953	0.39061754285	0.680783218	0.626376151121	0.658079879377	0.563985626262	0.744250736889	0.612794341399	0.686144890887	0.705796831768
F0445	0.663057791302	0.903254870774	0.81721957879	0.882470499468	0.828965481732	0.657975546163	0.722063627612	0.672287399301	0.674973894588	0.647419171136	0.654527362036	0.683382801877	0.651476173384	0.703405891068	0.705630330076	0.676863416687	0.581900486465	0.683349084786	0.698838117157	0.648474232295	0.649698285186	0.664777310489	0.634217271724	0.688808497765	0.692418447948	0.706485814284	0.641711708149	0.663672786278	0.710043264431	0.682187482431	0.664932768469	0.747496406136	0.688596664195	0.0	0.669075199142	0.677990164376	0.6742924527	0.613036373319	0.709446935236	0.664430791285	0.638434042945	0.714495378517	0.640754829576	0.717055496886	0.643768888056	0.714422729298	0.669928712957	0.676773902068	0.640853235054	0.713044480345	0.745419403094	0.875004402403	0.758935413187	0.783207970435	0.646426012555	0.6453161401	0.66584325869	0.675996572853	0.63054075179	0.691529523512	0.67266211492	0.666957701991	0.669708043573	0.655369558179	0.657143716356	0.689081830499	0.705789333824	0.68394399397	0.816981848029	0.704040009161	0.703977595698	0.676402419545	0.656625832842	0.669282084043	0.713345892229	0.708433785831	0.666951274351	0.689612635458	0.68331719723	0.726070321128	0.705790204718	0.671466383965	0.69908701099	0.628778711237	0.710468013649	0.673272630297	0.687406789181	0.698568967622	0.707254567804	0.643729480537	0.691078566163	0.678152897932	0.694738334385	0.649872297061	0.699376384374	0.757016570651	0.661659502378	0.630147439441	0.679823577507	0.710217781667	0.669846492083	0.62954222271	0.542821588744	0.679875322557	0.698756096463	0.641038525083	0.740906552397	0.714337479058	0.742329076428	0.624903381411	0.684385846595	0.68243872179	0.674133702294	0.693679795898	0.632852025463	0.733837179575	0.654787480832	0.635550825914	0.691449631974	0.447558397854	0.628090157143	0.699526493611	0.719986429367	0.664678592695	0.710326324194	0.694522269289	0.67263843573	0.634380216545	0.688382209424	0.630292588666	0.719073368195	0.655518438691	0.65920462164	0.679138144599
J0042	0.635822854096	0.86940855301	0.73750321439	0.831170697834	0.821982988099	0.766755777713	0.640659464948	0.569488291763	0.589302232993	0.662748882399	0.672358948634	0.607686882802	0.636623534242	0.494631406765	0.653952608929	0.600742307283	0.637824936198	0.6351798284	0.642003160054	0.62457118732	0.656204183959	0.558435656082	0.584520058838	0.763492796597	0.625208306024	0.625564390032	0.438920912382	0.422604192473	0.599933316396	0.691691429599	0.528981384269	0.661296525831	0.439030614323	0.669075199142	0.0	0.606038519663	0.686049668684	0.590182103756	0.572636587977	0.666151934432	0.615767100625	0.705587186146	0.590273723733	0.491129270564	0.580799350413	0.576016390223	0.673080926527	0.601563956794	0.574383611438	0.709130747949	0.639742601189	0.831841025583	0.744318945654	0.713338341409	0.593217544828	0.599211083487	0.659124588372	0.639226802	0.581440314351	0.580455636862	0.62145918107	0.63729228086	0.574170970626	0.667967543647	0.56979168849	0.607882214983	0.586409093714	0.580550843101	0.789217424557	0.773865229564	0.635225945335	0.62152497285	0.656371933911	0.663560610742	0.650637873005	0.594868027332	0.620265148012	0.709490529438	0.709536351403	0.72510644821	0.437045865934	0.686337882592	0.722541390391	0.576448606631	0.665437881786	0.642164219908	0.648652986074	0.655455171804	0.687817416404	0.563631262128	0.679089887101	0.611385622295	0.642626493923	0.612059966501	0.572283667557	0.674438405481	0.66094136861	0.577063509233	0.609978768401	0.65318417986	0.616068604159	0.63311027618	0.712362467167	0.626685109393	0.702294785082	0.61773277381	0.715734796814	0.68867666989	0.705431610272	0.60501746181	0.661362278055	0.589431305111	0.641012965147	0.633649131967	0.620061307411	0.69057015911	0.585769467839	0.652233429026	0.610908870739	0.68546772956	0.597146441591	0.61541219122	0.722474932117	0.600455507712	0.595846614077	0.416472689183	0.648688128517	0.593130218936	0.622185702869	0.538854966992	0.732070362769	0.581465640323	0.650489180674	0.647278191973
J0040	0.641715150148	0.879036051249	0.741285904215	0.856787629357	0.832631246316	0.753693983397	0.674545375147	0.590289368104	0.653038871109	0.669205593087	0.677300625703	0.672387534131	0.658907930428	0.641143188856	0.689472179479	0.624226464111	0.645329390156	0.641101842903	0.596384022114	0.671651211253	0.644686607396	0.596299876909	0.580211719476	0.73584731232	0.660972506387	0.648101051897	0.616796542454	0.621270495557	0.592635314156	0.682853874648	0.607840784383	0.717444941615	0.659040998503	0.677990164376	0.606038519663	0.0	0.666207415735	0.613308854767	0.613746524085	0.660494450122	0.604749804372	0.7048492922	0.530281643612	0.663005960759	0.617723006047	0.607398320235	0.686877095841	0.629090541266	0.641853019548	0.70297160878	0.694488973571	0.838241863353	0.726673773707	0.728893137025	0.640355259641	0.685196947444	0.683884246327	0.659945008221	0.606466282222	0.607008581766	0.643205552856	0.655377096139	0.537814130612	0.685866599289	0.614632358801	0.634496171263	0.670911207413	0.674811378719	0.810098453896	0.751308837133	0.670348871449	0.675932211484	0.675230665383	0.710257547833	0.666653553831	0.609418200533	0.627458688337	0.680997844083	0.67174314386	0.700081748302	0.614218143372	0.649064544049	0.714871569967	0.618657380822	0.663360765125	0.657410205629	0.592517984592	0.68726124741	0.626151020831	0.603407215061	0.614820192005	0.629040570199	0.615992885003	0.626922181278	0.651390238545	0.724738312159	0.668173372432	0.574230420962	0.654874197756	0.624464034723	0.634738688677	0.657593181939	0.677840325186	0.585697356517	0.659151605238	0.621142196235	0.694761723145	0.65401513884	0.682531010432	0.598303430995	0.649093852952	0.622937761786	0.602591699438	0.628390050935	0.63259865569	0.711588775538	0.664796561445	0.635812874961	0.673689544159	0.688555231358	0.627088237673	0.606734794329	0.700573537925	0.606979509696	0.609516947798	0.607754437258	0.653287644456	0.624324674396	0.653482441842	0.462665113968	0.716119220169	0.551994005274	0.680892716896	0.69589025414
H0775	0.689919367764	0.89495207728	0.785681649327	0.871498312518	0.825564461465	0.734556827029	0.746688778459	0.626718726326	0.664860498758	0.407329607517	0.656091930011	0.711978125343	0.650205138299	0.674862871486	0.743155036043	0.672890721984	0.703536420552	0.696665043504	0.628346772453	0.656131274637	0.6821863102	0.63664201279	0.653286254388	0.757439606033	0.703230194275	0.681219883382	0.624528912746	0.682317348485	0.673219441916	0.521375211044	0.643738290528	0.744621108975	0.677455099406	0.6742924527	0.686049668684	0.666207415735	0.0	0.623611480145	0.673464943147	0.403819006613	0.677540105624	0.620348030369	0.680449306428	0.694034105068	0.622165497813	0.669344883982	0.649205478867	0.698091303381	0.621555227359	0.662631909623	0.757642624074	0.851665903636	0.75270877736	0.785525734396	0.631610103935	0.648818043003	0.650984161091	0.699935184027	0.619239885251	0.651332973577	0.694245870241	0.697781582402	0.705248035676	0.551400377116	0.673675128492	0.678502754225	0.720621461968	0.645993188252	0.790833440609	0.744252392201	0.735772381275	0.708887538268	0.472671561229	0.63402426225	0.703323185199	0.692850584523	0.675078822413	0.607724189192	0.637316294425	0.643840495586	0.66102249976	0.619437616208	0.654450271018	0.650495474283	0.695065000733	0.699878126148	0.660875310568	0.728280087999	0.724485551006	0.608196640838	0.67443372553	0.692913350012	0.596823031407	0.665427752798	0.704321744317	0.77508407761	0.657223709849	0.604893903389	0.685672921551	0.664441933815	0.668515502592	0.58834783395	0.646898828966	0.625644207828	0.691905135493	0.666388862408	0.742393364344	0.702382948638	0.708729498574	0.62296451668	0.658572792482	0.70417296319	0.647772118455	0.708824298847	0.654626073945	0.756857020039	0.653244195531	0.640000477786	0.691390719954	0.66822467994	0.672523335632	0.639819276343	0.654895655898	0.63196720742	0.659858686576	0.641445796776	0.70209822213	0.6410745034	0.702759738813	0.656087680336	0.672714759503	0.692297318537	0.672259096007	0.687867867447
H0849	0.616063136622	0.886092825045	0.736555037825	0.841973845409	0.814388723695	0.76295783472	0.647747946685	0.581441212221	0.591980082898	0.577572598205	0.629023749967	0.626878562519	0.619236707197	0.630127658597	0.648883238218	0.59868745067	0.600378335192	0.63241202395	0.609773116629	0.48639950781	0.50243407506	0.556806244197	0.56218239009	0.731873198911	0.618086306569	0.604915101851	0.585918656037	0.564491006267	0.576591049522	0.651854915233	0.534777185632	0.668285304238	0.584151418881	0.613036373319	0.590182103756	0.613308854767	0.623611480145	0.0	0.565000897657	0.600990488908	0.579214989054	0.684100721539	0.583639275658	0.643838165314	0.555738004889	0.581559665124	0.649632331793	0.583525584799	0.560099527345	0.691997531313	0.683556642877	0.84321483494	0.739225811314	0.730510525305	0.565650017188	0.598034098346	0.638198911681	0.609533693109	0.566600134851	0.587043543885	0.601557681916	0.598883694842	0.580807030248	0.617455032513	0.570220563105	0.607887414508	0.643527955676	0.605112252016	0.796585425123	0.741018077684	0.636418610442	0.630294771734	0.609922086511	0.652709358545	0.65065253729	0.586874208099	0.579786192817	0.657671211033	0.68593924349	0.685268104698	0.606552097052	0.640201235067	0.696604337423	0.581633101147	0.656361690104	0.639270118269	0.627545803434	0.634752440946	0.659965815085	0.522924770703	0.642832414112	0.628160035227	0.611944172295	0.564689865544	0.594864869068	0.71507500691	0.638184525332	0.554921197218	0.602196168187	0.636533094149	0.611685533706	0.587863770659	0.640266555519	0.590133438339	0.674020883544	0.559022088569	0.708600578011	0.660631881895	0.691235555366	0.591768662904	0.658782759588	0.574495188725	0.609152868238	0.618941192768	0.576282955927	0.693223510921	0.575367755721	0.595894080741	0.629716943482	0.602939163191	0.408900493417	0.634065402211	0.717259296697	0.589201761286	0.587587581784	0.606833918434	0.628277316922	0.582485769371	0.621468673942	0.516755596693	0.715742443029	0.590059564286	0.64477434522	0.671085585121
J0020	0.659585287792	0.88152089725	0.723821326464	0.863477200523	0.79753056285	0.780238379679	0.60433080007	0.55538888666	0.573244269802	0.678908829885	0.680232120301	0.646394578912	0.673262976408	0.557886678323	0.64099400827	0.578000215854	0.642809976691	0.653717359585	0.632154343152	0.638880203509	0.665276683094	0.573665981962	0.607720196392	0.768985333644	0.586055077358	0.559458118099	0.606876186429	0.526039196261	0.328852919426	0.716108674758	0.54024384994	0.675387310869	0.559653515974	0.709446935236	0.572636587977	0.613746524085	0.673464943147	0.565000897657	0.0	0.659593203178	0.643705460353	0.706493537974	0.624751111053	0.595740537988	0.604907662527	0.356363174927	0.704033412384	0.621537622175	0.630470878756	0.703740252553	0.693315793188	0.847454486365	0.72543137269	0.724918158702	0.601192196691	0.604038924223	0.712712623742	0.651185369717	0.640383366745	0.552477855217	0.61230011562	0.640667240338	0.592373856205	0.725876169772	0.522804104962	0.635254440036	0.609508459914	0.618727463076	0.781540003217	0.781129299884	0.621974204348	0.63379449007	0.705963203781	0.681176565274	0.589126016157	0.354069201807	0.613585842567	0.69096627344	0.715727932605	0.714402124771	0.552182713546	0.662401319541	0.726000215573	0.636616916407	0.621081989039	0.650572324825	0.634206056569	0.643911460114	0.652193093793	0.554198371981	0.664782236346	0.621912092929	0.616528275607	0.592452543223	0.601692545357	0.720012599949	0.684940569457	0.584343634405	0.593595687276	0.625373281155	0.658094588583	0.640093898539	0.682988227687	0.590245351747	0.685629377671	0.612166037745	0.688620795623	0.642984069849	0.663597983699	0.625082373236	0.66663518467	0.597173372731	0.621276585257	0.642850725426	0.612778536569	0.734023131538	0.595920081599	0.667305399679	0.61747400406	0.686982775332	0.581856032005	0.540951427097	0.724117026424	0.601458653308	0.391547763817	0.548493467395	0.685505473791	0.619212215416	0.602998792502	0.56576170809	0.742106302171	0.608465741385	0.71050972478	0.735545853556
H0790	0.695944970052	0.895714708947	0.793432804743	0.882466829331	0.838564259355	0.754489972517	0.740520476186	0.652477567738	0.680160541854	0.450878346258	0.648943029505	0.714608336611	0.659159442736	0.683713181163	0.731955814605	0.67752174914	0.684411476849	0.690918227539	0.600462534802	0.667445622124	0.668959477323	0.639302141008	0.631482531204	0.755606802406	0.709114118186	0.666090263104	0.649161313698	0.67704506101	0.66031076501	0.528330298426	0.656162016915	0.746394074121	0.676145741575	0.664430791285	0.666151934432	0.660494450122	0.403819006613	0.600990488908	0.659593203178	0.0	0.651362096388	0.643798162941	0.667882367735	0.696157951148	0.647415819441	0.664964452073	0.653700486454	0.702004013641	0.640985043221	0.672512450871	0.753636577753	0.867442258954	0.764472474141	0.78533961372	0.6101743172	0.677399730944	0.632712573678	0.684042743204	0.632794537627	0.671922364811	0.691792295947	0.676045749438	0.689531724795	0.562590239939	0.694489445146	0.654996477101	0.740597823175	0.663728999334	0.815995335965	0.760338125774	0.718630861282	0.717826448891	0.470114778603	0.657117251417	0.701017055504	0.681155117062	0.655483239601	0.600700406554	0.641398721179	0.676722175136	0.666785310926	0.608409568212	0.644431386455	0.64165802134	0.712240892804	0.675179968301	0.63211738765	0.742458478644	0.704333681017	0.624212429802	0.644810352948	0.663441814289	0.599299122627	0.644973940824	0.701758246111	0.766845227765	0.658541386854	0.601064145329	0.686597063793	0.650786028236	0.65022183401	0.592633257418	0.673552672656	0.647589734666	0.714260316033	0.646786240246	0.735088568685	0.695808889284	0.710988785625	0.625063772825	0.671951818052	0.662642002717	0.621310680826	0.6836088834	0.635647507692	0.764746394897	0.674390798795	0.623082904476	0.690233169168	0.668573454144	0.663577319186	0.679636197631	0.656050881604	0.644894714143	0.674158584114	0.650434599462	0.66133791777	0.625554439945	0.694289356289	0.630986111942	0.676662364612	0.667834167863	0.671872402763	0.684314127973
H0793	0.631324852701	0.899382859721	0.797408157183	0.876088286304	0.84007100796	0.726876439774	0.633486299757	0.650975340147	0.607265397862	0.618750684998	0.590126111396	0.659738789811	0.618261662441	0.695721522452	0.635752756328	0.598444825834	0.612564107121	0.602319364984	0.631125971257	0.61112726183	0.619780011849	0.57461660964	0.484347876868	0.715332186113	0.620247401904	0.669070162087	0.639423897173	0.625558436242	0.654782469957	0.660860552522	0.634443375972	0.726278646142	0.642110183707	0.638434042945	0.615767100625	0.604749804372	0.677540105624	0.579214989054	0.643705460353	0.651362096388	0.0	0.695900235239	0.560265176575	0.701371700781	0.602606318528	0.656473312922	0.646523834011	0.624268671403	0.623523158871	0.680243233435	0.694423472727	0.871503558031	0.748378910538	0.771364586961	0.622188002991	0.658056193511	0.627603941101	0.604241945996	0.467853298165	0.669985518391	0.612883402736	0.605597695276	0.598898648714	0.629145933046	0.619526679632	0.61933112827	0.688016512483	0.651069593989	0.826138141015	0.781242889918	0.628299006635	0.645679973744	0.619622523872	0.664017726262	0.658044271709	0.646432615118	0.591359882239	0.663183735742	0.682786406413	0.68283702665	0.660182132306	0.625951838046	0.688473765783	0.608215524411	0.68461036377	0.599889687925	0.595764259284	0.650369279328	0.630508316938	0.607918968315	0.627886950362	0.606299002115	0.630243263835	0.590969371884	0.654110783905	0.74796754756	0.60977910579	0.542630202528	0.610461065422	0.632344458961	0.595327085488	0.621400502354	0.680867823209	0.619425205672	0.653318601621	0.585256556334	0.680121306452	0.644856095686	0.675390360486	0.557584612433	0.645039835285	0.593963144716	0.574949495143	0.605055182285	0.590378789767	0.724900776771	0.649383325485	0.580666514315	0.645592340133	0.631570977918	0.608636444023	0.653438614526	0.674508578567	0.622777838312	0.660010716613	0.662695012	0.59934549832	0.568786097072	0.609992155714	0.56010306613	0.698927393709	0.581827296014	0.608086501237	0.65376879828
H0796	0.714860813453	0.908294116119	0.811752866681	0.894814430643	0.828258752074	0.716752752247	0.740965004117	0.630504279798	0.70577983234	0.654908464852	0.681172658667	0.738949747484	0.570575579462	0.692073527317	0.762066551825	0.708229977723	0.719007842529	0.714521543416	0.693954960913	0.658963374863	0.71464856447	0.702863683471	0.712504432285	0.730272130048	0.719726387787	0.716998314599	0.688295218993	0.715186692127	0.719410643114	0.645997748916	0.662801862312	0.769832511779	0.702591850043	0.714495378517	0.705587186146	0.7048492922	0.620348030369	0.684100721539	0.706493537974	0.643798162941	0.695900235239	0.0	0.699884318978	0.725040470888	0.667705816212	0.715546781874	0.541049692516	0.680632192424	0.66495886362	0.53344352382	0.774737451279	0.870871261909	0.77321591071	0.786064841851	0.68334212839	0.684612890979	0.555930793524	0.723098097277	0.671729951616	0.652152281774	0.738939684988	0.736205435306	0.720724532967	0.672038281422	0.716856007727	0.695529520431	0.742645964429	0.67991586549	0.814929155815	0.786789109206	0.732710678774	0.690265752451	0.635903282315	0.638409707137	0.70020596624	0.719490367763	0.72681009261	0.660720218601	0.671239829335	0.668433791555	0.702603121024	0.669068552722	0.687919145505	0.671816683876	0.67312453867	0.732387699508	0.719132438319	0.748126688931	0.744870340726	0.677048687661	0.705846291634	0.710567933439	0.686179691543	0.716725266821	0.751416173079	0.801858818789	0.584496362471	0.666163307565	0.73534051217	0.703354033528	0.718033964452	0.678900596775	0.691196369692	0.690038090416	0.734270021333	0.700623774824	0.762894742064	0.737378302116	0.761127113263	0.653467570267	0.670286405502	0.701947325014	0.650067265285	0.74064248463	0.703708473899	0.780108767007	0.689230921788	0.704435888604	0.698231140301	0.718677310546	0.713508005586	0.703689767731	0.70504813455	0.640990094862	0.710440048504	0.680727652825	0.738608871359	0.704764705554	0.735323575685	0.698882773219	0.710181726565	0.724033020543	0.681051680685	0.69356726182
J0126	0.643647924321	0.892549544186	0.780239557488	0.875077827003	0.836196548409	0.749639827703	0.635443066957	0.612930577459	0.622151619179	0.6523141451	0.620889800416	0.593847179594	0.597226119622	0.657187649794	0.596616240572	0.618177502582	0.626375262175	0.577675276373	0.630856714344	0.601479762637	0.569054182443	0.588778605379	0.577384096161	0.718709269525	0.570639622496	0.658731953215	0.620556578258	0.588634182938	0.646491035928	0.656854788082	0.604827601484	0.70680114342	0.6190283517	0.640754829576	0.590273723733	0.530281643612	0.680449306428	0.583639275658	0.624751111053	0.667882367735	0.560265176575	0.699884318978	0.0	0.683661769561	0.590066127859	0.635978155543	0.629685932873	0.576970423255	0.602598043297	0.683207920606	0.694212521206	0.879381462028	0.761672696157	0.756942172489	0.606111667469	0.629307906741	0.641843841857	0.589112183762	0.58165698605	0.643244778778	0.602933450235	0.576249417126	0.504631142005	0.639311665224	0.587776385963	0.576190247278	0.67780266986	0.634142737933	0.811165974004	0.781553403484	0.577638882886	0.597483622115	0.631333562768	0.665083080197	0.675192359475	0.61166399585	0.57679841003	0.675107693821	0.698844851467	0.711792370341	0.634905722526	0.643795633506	0.707596672005	0.576404146075	0.651809134362	0.5933129192	0.612942072907	0.636732489196	0.597162033945	0.560754557289	0.625967638777	0.591027234365	0.646127520687	0.566602953619	0.624956286336	0.738197813824	0.633587447185	0.567155793399	0.59378772142	0.639556824159	0.587880638009	0.639346277278	0.705595796888	0.615887497537	0.66065893161	0.573142158733	0.698495008814	0.665584313944	0.703596537634	0.600663656239	0.682504410026	0.599314620532	0.583700974368	0.58425786823	0.576213935183	0.715379914629	0.61402796741	0.61667270979	0.633324322454	0.666290319422	0.611583931128	0.632086166556	0.727967370951	0.615759317226	0.633042435313	0.632286889932	0.611656931651	0.56738630967	0.567343818057	0.446159861221	0.728864336173	0.443304025873	0.645679749131	0.670478635359
J0024	0.688990958066	0.87055071915	0.766302513624	0.835389390147	0.81176163433	0.767791190832	0.717911560465	0.575506025581	0.655188337564	0.693375462819	0.70879543175	0.677297205924	0.706615982329	0.532952906141	0.716883128289	0.671882100528	0.693356020056	0.720296077371	0.689083599941	0.691735190854	0.707795319737	0.653631972632	0.677747902525	0.766055067784	0.720870128019	0.643003259702	0.518280360835	0.539281128166	0.586116443511	0.721584955664	0.601423660314	0.668601988539	0.49898859336	0.717055496886	0.491129270564	0.663005960759	0.694034105068	0.643838165314	0.595740537988	0.696157951148	0.701371700781	0.725040470888	0.683661769561	0.0	0.636881711866	0.586097431712	0.725832146503	0.667652404524	0.5944542948	0.740719493482	0.720443220756	0.793253816566	0.761919022936	0.72825635555	0.651596118639	0.652051717952	0.73531341719	0.722865524765	0.663056858509	0.594754176552	0.689272277787	0.709774537077	0.67413277489	0.721359022832	0.634450783442	0.706627908014	0.643476991092	0.626151158224	0.789281453982	0.761982625959	0.727306466	0.672571589758	0.708257539643	0.719093866383	0.702027443611	0.633831071346	0.689479924245	0.704437623898	0.718352721278	0.718675991199	0.376127044027	0.703640725078	0.736305901722	0.648152151909	0.630846914301	0.734649584453	0.6950280963	0.700598530923	0.744019921798	0.612616239844	0.737876189624	0.716784176656	0.681404874619	0.644323744845	0.656382762895	0.753993007635	0.714581324672	0.647290916891	0.696614299332	0.675291306729	0.686817530325	0.685635817508	0.683625977612	0.658625136122	0.685925357566	0.679311996205	0.710234067346	0.715213885712	0.706681846069	0.66436734324	0.690024390028	0.664784755718	0.680117787488	0.711383005084	0.66172433253	0.737457227587	0.638871535491	0.723322787599	0.675374937996	0.69803085694	0.652299987832	0.642389696829	0.742227543769	0.601559725837	0.573514343259	0.430808933142	0.741183640335	0.678770564981	0.71059695311	0.636076298648	0.758804835535	0.679854022471	0.727110473862	0.739726906889
J0054	0.577633392942	0.876267904193	0.768816783425	0.859513862332	0.815662700901	0.750471850796	0.650989787552	0.579628176686	0.594629178067	0.581251127938	0.598439255149	0.659627393068	0.609702009844	0.624167327062	0.663159455893	0.582579342954	0.62792489915	0.637679424936	0.618509367294	0.625480212691	0.629398208533	0.580185401075	0.569581438652	0.746054497768	0.624461842461	0.650518508584	0.571160090893	0.58759563396	0.638030753877	0.668621127829	0.558716043066	0.702568556958	0.601467528935	0.643768888056	0.580799350413	0.617723006047	0.622165497813	0.555738004889	0.604907662527	0.647415819441	0.602606318528	0.667705816212	0.590066127859	0.636881711866	0.0	0.622802126885	0.63405753226	0.595504661964	0.320788251656	0.680245333822	0.672153141285	0.862267665003	0.708414821739	0.730902413508	0.565895434099	0.606795522128	0.6251209348	0.634188800268	0.556303792624	0.597102450872	0.646116988677	0.637627418442	0.57133675971	0.647746273108	0.603243122218	0.612340164265	0.651492733022	0.593353445261	0.783051388961	0.755769167184	0.648367789241	0.623986738332	0.620204337853	0.626181024081	0.666127363102	0.633702544666	0.632510389227	0.64898848687	0.670020966973	0.680306765131	0.597668996553	0.640783756065	0.677539791113	0.428515940137	0.633385692194	0.638549254896	0.628042069109	0.645259117685	0.669349023251	0.537892865799	0.650848542955	0.628280229184	0.625309760841	0.608096148898	0.633730032574	0.733572288157	0.640368189613	0.549463609473	0.612389752182	0.631175247082	0.622608117214	0.609173714675	0.648145906881	0.60676448485	0.689457996019	0.614857815937	0.717567083887	0.641725737083	0.699614349297	0.542553450053	0.619567729754	0.63045665545	0.610834516489	0.636401878342	0.606389365817	0.701083830586	0.589572969477	0.603186527803	0.647557608845	0.64120321121	0.576935947829	0.597149749782	0.695779259848	0.392746393234	0.640496003434	0.596486124186	0.653008861076	0.59529526418	0.638572436663	0.556518574306	0.715668016219	0.623066239807	0.628731950607	0.656195509488
