	F0380	H0617	H0613	H0618	H0846	M0828	M0829	H0757	J0060	H0577	H0571	J0036	H0661	H0664	H0915	H0914	H0668	H0851	F0371	H0587	J0078	J0076	J0074	H0742	H0866	J0058	F0445	J0042	J0040	H0775	H0849	J0020	H0790	H0793	H0796	J0126	J0024	J0054	J0056	H0762	H0647	J0072	H0768	H0781	H0681	H0785	H0886	H0659	J0022	H0800	H0716	H0656	H0896	H0700	H0812	H0705	J0038	H0709	M0853	M0852	J0128	M0855	M0854	J0124	H0624	H0627	H0667	H0622	H0682	H0680	H0684	H0523	H0689	H0823	M0839	H0736	H0735	J0003	J0001	M0848	H0638	M0845	M0846	M0847	M0840	M0841	M0842	M0843	H0694	H0693	M0833	J0018	H0838	H0930	M0834	J0090	J0092	J0094	M0831	M0830	H0601	J0109	M0835	J0005	M0837	M0836
H0571	0.754910850331	0.611226441282	0.600223989285	0.371218970502	0.652384599798	0.648017479425	0.641528097659	0.633879377793	0.633476167005	0.611384672088	0.0	0.643517076964	0.650285859613	0.625782482062	0.607560159596	0.623177513137	0.578096000584	0.560249744435	0.76241827658	0.586523635705	0.570417633755	0.568726983589	0.597926655492	0.698436694598	0.568746658485	0.616707016145	0.676863416687	0.600742307283	0.624226464111	0.672890721984	0.59868745067	0.578000215854	0.67752174914	0.598444825834	0.708229977723	0.618177502582	0.671882100528	0.582579342954	0.607329548233	0.63905290794	0.60725254563	0.595534587769	0.689574573864	0.646493407291	0.635890330609	0.569727437774	0.607476390091	0.604483614481	0.579075026863	0.673077060657	0.404920223237	0.635691448222	0.634792521309	0.623036611305	0.652951558558	0.50677018583	0.588805071885	0.59327315794	0.713300152174	0.691758810469	0.63135760654	0.687056210318	0.723552489609	0.614728732201	0.640057860888	0.642036172725	0.638785597084	0.484105487608	0.660053273213	0.67831422818	0.635996540342	0.649910272333	0.622330803274	0.636703563291	0.576172600686	0.659403460553	0.632862956203	0.640520024677	0.687449365113	0.592882642722	0.612420758543	0.716828379831	0.636133379458	0.668596809473	0.572804513857	0.64397327384	0.584101944634	0.623559859668	0.645321993931	0.624056214285	0.646036562909	0.654250834132	0.571408851654	0.41811721445	0.729357755543	0.620236600218	0.591875758328	0.62266866612	0.673977813548	0.593310898587	0.576207777394	0.557525097292	0.742114568226	0.628934911765	0.648873308015	0.669732829375
J0036	0.698905224708	0.642343564978	0.659419565346	0.635767804014	0.649258327626	0.671227972788	0.66735164072	0.654019812406	0.671797735086	0.655335707674	0.643517076964	0.0	0.662932610339	0.63932714302	0.658391436161	0.660681870344	0.620438766823	0.599195114907	0.655365872768	0.642105424059	0.604849195926	0.617757946419	0.643038357635	0.709359287362	0.624169672169	0.654296326681	0.581900486465	0.637824936198	0.645329390156	0.703536420552	0.600378335192	0.642809976691	0.684411476849	0.612564107121	0.719007842529	0.626375262175	0.693356020056	0.62792489915	0.661229316785	0.675893615938	0.663256164205	0.630046347802	0.719126960788	0.668583772532	0.67009632644	0.596811892764	0.678719882557	0.646216103522	0.605492011381	0.674773769607	0.625420835376	0.646782990288	0.647764515439	0.656854778605	0.681355657917	0.678488455279	0.672953637872	0.623169485321	0.683295357997	0.701074868578	0.674848991084	0.669618354991	0.713992080866	0.622654231923	0.68570106641	0.666663753786	0.668171399354	0.676880832049	0.682843581831	0.6716492091	0.644399628764	0.64386953113	0.634226794949	0.663365197672	0.604496276129	0.681947294345	0.66166210834	0.655002336295	0.560331513966	0.644689455938	0.619638417577	0.702564126812	0.665911304688	0.692451895152	0.615408240343	0.668327384941	0.622243216813	0.663569063052	0.630976819315	0.614524497072	0.646394851939	0.510018196374	0.616163157721	0.666834205558	0.723093067678	0.649228988683	0.677428219373	0.668378220248	0.65991250044	0.596139727081	0.634170836343	0.57729960888	0.723306480946	0.620053045294	0.632834452923	0.65905893976
H0661	0.77525961407	0.678705794291	0.674167054398	0.658637137612	0.679882320099	0.634291046645	0.675502290288	0.636381049125	0.674723516888	0.632856842901	0.650285859613	0.662932610339	0.0	0.661536694541	0.6457064679	0.625546202909	0.64024937866	0.625310127803	0.734415204951	0.606240991607	0.62929172623	0.620444023931	0.68265153368	0.684590674925	0.632517745761	0.643043754434	0.683349084786	0.6351798284	0.641101842903	0.696665043504	0.63241202395	0.653717359585	0.690918227539	0.602319364984	0.714521543416	0.577675276373	0.720296077371	0.637679424936	0.691289227151	0.666034136955	0.638064405951	0.658604086784	0.688806204956	0.65990265884	0.624395195794	0.626418468393	0.655577554372	0.630959724352	0.620049063741	0.670552804503	0.649482432718	0.595129334721	0.59916453919	0.650364732129	0.643291047069	0.706542563193	0.642755075616	0.630974180065	0.698359226954	0.692684889744	0.681077003128	0.655264387403	0.709121946147	0.631978601719	0.712753749494	0.48167343525	0.644521785344	0.683274908249	0.623266666658	0.625517355293	0.596930993357	0.667873081367	0.597702877347	0.648736210501	0.611695925007	0.652346782666	0.494892150834	0.657328921427	0.721020062438	0.6545978159	0.622223344895	0.726169182475	0.719831193178	0.723548314084	0.63860472063	0.717616408985	0.627477716049	0.625671599917	0.61581547873	0.626174429716	0.638446340044	0.682173549451	0.642777693879	0.684304852635	0.719538153891	0.657000399889	0.668870088636	0.665880216764	0.605798093693	0.585344521234	0.617272535232	0.62258029539	0.733537556868	0.570734446009	0.682697125317	0.696873993654
H0664	0.770695894563	0.663558214371	0.605552762982	0.639460320634	0.634849380777	0.63916483471	0.675559864157	0.639427051006	0.646489022521	0.676042329444	0.625782482062	0.63932714302	0.661536694541	0.0	0.659040527215	0.676413633325	0.599206933583	0.575241658139	0.758563852486	0.663071993573	0.634673403146	0.651173228749	0.633435510094	0.634925519358	0.630697310156	0.666572573832	0.698838117157	0.642003160054	0.596384022114	0.628346772453	0.609773116629	0.632154343152	0.600462534802	0.631125971257	0.693954960913	0.630856714344	0.689083599941	0.618509367294	0.633452408384	0.669884443675	0.662779439831	0.638676264581	0.689885812638	0.649285447243	0.643954942141	0.582352751478	0.639658482494	0.62039591025	0.610335058483	0.657490056017	0.639205355408	0.643882474403	0.660914067818	0.669774464243	0.634347359973	0.666683109987	0.643866157179	0.61650070151	0.596925766378	0.673729801411	0.642538129725	0.617496602442	0.666720178393	0.616517745861	0.676266655473	0.665319203541	0.465144651424	0.692574441033	0.569444169789	0.502585378803	0.640141415039	0.444368030851	0.608121054258	0.66953701446	0.590078034938	0.636257166787	0.645659974714	0.65219751701	0.675250281428	0.562852174766	0.594601743962	0.680818016157	0.626694255499	0.691692211401	0.622141001934	0.652117837036	0.635393121781	0.61091551688	0.628796731294	0.615208933637	0.621641997792	0.693431514813	0.626663177892	0.63839650955	0.670910425362	0.60511698797	0.645214466068	0.629766874753	0.661008366953	0.601672173629	0.640196843141	0.561878258502	0.670876033492	0.651272078732	0.668235199473	0.693421471663
H0915	0.731422058494	0.680885072219	0.598695490567	0.610312961088	0.638011379027	0.650323043385	0.645095850574	0.621609914244	0.661976985381	0.662700218005	0.607560159596	0.658391436161	0.6457064679	0.659040527215	0.0	0.467073555023	0.597280050326	0.620723884914	0.730481110021	0.613000474803	0.620717395459	0.637389510509	0.674750143993	0.660387489354	0.602672872558	0.605294199602	0.648474232295	0.62457118732	0.671651211253	0.656131274637	0.48639950781	0.638880203509	0.667445622124	0.61112726183	0.658963374863	0.601479762637	0.691735190854	0.625480212691	0.663652158222	0.63887834026	0.589528306295	0.618915491725	0.672335999709	0.640903442252	0.644306260608	0.588266684717	0.615520824829	0.626057539875	0.62304093089	0.656412087461	0.592416583811	0.633746088851	0.64061675397	0.604467209823	0.65267045661	0.654093439048	0.648877560783	0.630058702378	0.687661702063	0.703966266263	0.653630209493	0.688855452177	0.689296178075	0.629105092061	0.660793547818	0.654314239178	0.661724090481	0.660398642138	0.684129304385	0.659946051003	0.639857713558	0.672752325942	0.623474509375	0.638326586067	0.606522378081	0.653113884172	0.64296628137	0.647943276198	0.674105141623	0.644161517204	0.621593213486	0.704048445596	0.685725638398	0.705557742599	0.604596056094	0.651308421756	0.623149839602	0.631000087371	0.653714529533	0.62883396417	0.62752646529	0.649431112172	0.480975996525	0.634186853326	0.747857656527	0.61937151095	0.63582547394	0.660842026919	0.660820542682	0.623571054646	0.62278224884	0.591152088236	0.742927619166	0.593909483949	0.640930394193	0.659424038197
H0914	0.769879884116	0.695595343265	0.650612746362	0.657054231441	0.658873090501	0.678145584689	0.659071295381	0.645700595338	0.68813801382	0.63671740445	0.623177513137	0.660681870344	0.625546202909	0.676413633325	0.467073555023	0.0	0.636083233599	0.624362276804	0.744746140264	0.620502216163	0.626396147743	0.635713529386	0.672887681537	0.687981951971	0.637052224423	0.643926333359	0.649698285186	0.656204183959	0.644686607396	0.6821863102	0.50243407506	0.665276683094	0.668959477323	0.619780011849	0.71464856447	0.569054182443	0.707795319737	0.629398208533	0.66190160639	0.655164027902	0.625129476818	0.633285194755	0.690439109365	0.671917151828	0.610811900314	0.625041870003	0.662778093124	0.629527365468	0.626203967173	0.663493085954	0.645709477004	0.634123096799	0.627932460782	0.644017751936	0.648578412428	0.705678176721	0.643528549096	0.62324299086	0.711159311219	0.728839870579	0.663481979193	0.689648714439	0.728341113166	0.646230392879	0.685112107775	0.638305660599	0.641228518922	0.684620813187	0.662207059091	0.670164485207	0.637526423574	0.697564959179	0.615056109549	0.649979627075	0.597408222912	0.648611334471	0.616378052755	0.637268132417	0.69706296341	0.667887743834	0.642183898289	0.738582857168	0.7216427174	0.742678324186	0.635859730088	0.705137421382	0.633062006163	0.633355080497	0.650502221942	0.621473957465	0.632076045298	0.660888682605	0.500018165653	0.68906283566	0.761263915157	0.63211260752	0.627308431016	0.683669903368	0.683124070054	0.624759663096	0.644997773446	0.593722260015	0.770162219012	0.586491056382	0.697499683474	0.721626658132
H0668	0.760470708325	0.597400720793	0.582896876489	0.572558761524	0.623941482302	0.613567922297	0.626454823691	0.613052268736	0.633079939093	0.619140816824	0.578096000584	0.620438766823	0.64024937866	0.599206933583	0.597280050326	0.636083233599	0.0	0.534375297999	0.756798148597	0.589924372063	0.59458022315	0.573899593347	0.607281400583	0.670763007746	0.543866440466	0.582251881534	0.664777310489	0.558435656082	0.596299876909	0.63664201279	0.556806244197	0.573665981962	0.639302141008	0.57461660964	0.702863683471	0.588778605379	0.653631972632	0.580185401075	0.621246903873	0.647265538282	0.602216571357	0.596932354846	0.688916351736	0.663006060487	0.46681104437	0.534975040249	0.584499661297	0.418314238346	0.588147050762	0.649306910173	0.514370823744	0.620831899329	0.620564020391	0.606986808534	0.657789408267	0.617581145093	0.601728701491	0.393454101621	0.660242240341	0.682149051163	0.634346372054	0.650908681022	0.681517206715	0.583459637082	0.669018658766	0.617338374064	0.5911304526	0.598782824041	0.644142167074	0.637700498078	0.628366024178	0.574233434201	0.40386091758	0.62136798045	0.538053281948	0.632576225958	0.620497677347	0.600570768073	0.656505145904	0.561956740551	0.402191914392	0.700879816913	0.651092490601	0.711632313835	0.57216800612	0.639571124513	0.618317005936	0.627207866219	0.610793151114	0.442413398092	0.613470995829	0.654985738767	0.57061845413	0.591572068783	0.676502937158	0.611820400882	0.621584274584	0.607157753564	0.646567371984	0.590169146773	0.607788338894	0.546515935572	0.685652516424	0.598502295272	0.653309337644	0.653388316147
H0851	0.76506762711	0.613677291523	0.62541143248	0.577465926105	0.613956945824	0.608723035818	0.612093216996	0.615727946473	0.66656107487	0.619207127301	0.560249744435	0.599195114907	0.625310127803	0.575241658139	0.620723884914	0.624362276804	0.534375297999	0.0	0.744210322411	0.611343957703	0.574121690919	0.593022344267	0.615362255433	0.640424043571	0.585554783028	0.630533896658	0.634217271724	0.584520058838	0.580211719476	0.653286254388	0.56218239009	0.607720196392	0.631482531204	0.484347876868	0.712504432285	0.577384096161	0.677747902525	0.569581438652	0.601766591824	0.656498108367	0.626500412474	0.605584728205	0.699400813309	0.635166158734	0.574984276224	0.405731085503	0.639369478129	0.578242569143	0.56438117817	0.615980016207	0.539888280495	0.622394471175	0.639897317603	0.641370885539	0.632170104028	0.629860032271	0.628617250712	0.555504542766	0.648627094211	0.6833239688	0.637380239183	0.619127429852	0.705398562101	0.520580179938	0.660399007058	0.631941463697	0.564369263462	0.601044719993	0.613227874507	0.649082863533	0.623910824281	0.572354665529	0.544447265733	0.638623982578	0.525652996956	0.650324371797	0.602827137246	0.605339311633	0.682395656074	0.586778274262	0.577144860171	0.666393077424	0.616399102553	0.659924897525	0.533169175642	0.608174642457	0.580122289179	0.595650232464	0.600608049591	0.55971948811	0.554660166204	0.631735414615	0.562563266487	0.580065787881	0.652683271768	0.599109180187	0.6262393756	0.623723886373	0.627169951528	0.537866662031	0.602418641665	0.512999596848	0.677866953579	0.599164291957	0.617292307664	0.651242438343
F0371	0.698228997676	0.768641617102	0.727115638907	0.743092774422	0.745043788738	0.72759909702	0.722384366434	0.731415754411	0.758093385517	0.730963531948	0.76241827658	0.655365872768	0.734415204951	0.758563852486	0.730481110021	0.744746140264	0.756798148597	0.744210322411	0.0	0.721301842172	0.762788030554	0.745884943162	0.766823332398	0.731772542912	0.760796346745	0.761237702028	0.688808497765	0.763492796597	0.73584731232	0.757439606033	0.731873198911	0.768985333644	0.755606802406	0.715332186113	0.730272130048	0.718709269525	0.766055067784	0.746054497768	0.778112693386	0.738608518522	0.741432752749	0.743710731382	0.748678919644	0.738874926114	0.732333268902	0.724142343317	0.74655384556	0.737493775801	0.745327394647	0.727197080881	0.766389458931	0.73284485132	0.722195720459	0.757651345147	0.740128389982	0.732069293661	0.763109835161	0.745990919472	0.733718045472	0.733254334568	0.766272646469	0.727990344352	0.732627893076	0.734557118981	0.763919848644	0.738501623068	0.748546346251	0.768183224646	0.730673672032	0.733359965354	0.732130645061	0.760093217803	0.735482356879	0.737778118939	0.72574251768	0.752140813762	0.75239788493	0.778406739123	0.699607918568	0.729668407754	0.711857801145	0.726443575939	0.735195613477	0.756074653514	0.733979316917	0.738310734876	0.750785351234	0.714083025419	0.743301763075	0.733626931405	0.734289839682	0.692366669474	0.749389508909	0.753905093608	0.757245485134	0.712631952613	0.767742655425	0.755178948452	0.731377488633	0.740167402593	0.708318431808	0.74591959059	0.760985582646	0.732988313419	0.718738381116	0.747099647642
H0587	0.771536429467	0.559187043169	0.634352818428	0.585710889129	0.695581773643	0.657567194395	0.623066433587	0.626054914939	0.668793779204	0.48771714242	0.586523635705	0.642105424059	0.606240991607	0.663071993573	0.613000474803	0.620502216163	0.589924372063	0.611343957703	0.721301842172	0.0	0.651761057444	0.580948561949	0.63138607729	0.70435255102	0.596639766141	0.641506984675	0.692418447948	0.625208306024	0.660972506387	0.703230194275	0.618086306569	0.586055077358	0.709114118186	0.620247401904	0.719726387787	0.570639622496	0.720870128019	0.624461842461	0.628521107057	0.659104600644	0.608812423999	0.664714437919	0.694227847829	0.667018427516	0.592925801329	0.62298993178	0.64371565222	0.59440199636	0.582370089114	0.688145307432	0.583792299744	0.604792085669	0.460517532356	0.630882686421	0.68206223229	0.636802864303	0.58916142949	0.577094297461	0.708613579008	0.715689945145	0.687913945222	0.66614849112	0.728143376485	0.645115094609	0.6729008737	0.608583261976	0.629966090301	0.6180178092	0.601231061461	0.651700544715	0.610822301659	0.658308346369	0.599776035453	0.642070153354	0.618521385159	0.650223590199	0.645108669208	0.669592481468	0.700373171324	0.606519947951	0.580982976532	0.699563030741	0.681278573314	0.715850414125	0.612194444945	0.693769730757	0.625575257787	0.623011363523	0.583296193815	0.605339686802	0.637709479382	0.687459191002	0.619884869451	0.618431941344	0.728906913276	0.662932399885	0.643878332156	0.682568963157	0.651562875857	0.612914077198	0.475187086918	0.600411169344	0.728267519467	0.577165826532	0.675898717821	0.692334236004
J0078	0.741384157672	0.647411631347	0.587785018236	0.588987239553	0.617598099183	0.664354841272	0.651164937088	0.648898092735	0.523584799281	0.682610642554	0.570417633755	0.604849195926	0.62929172623	0.634673403146	0.620717395459	0.626396147743	0.59458022315	0.574121690919	0.762788030554	0.651761057444	0.0	0.447666851125	0.609795322592	0.673355202163	0.537812848432	0.453519678134	0.641711708149	0.438920912382	0.616796542454	0.624528912746	0.585918656037	0.606876186429	0.649161313698	0.639423897173	0.688295218993	0.620556578258	0.518280360835	0.571160090893	0.595070547831	0.674488359746	0.619227834142	0.567434007129	0.712544375236	0.653594922352	0.665409870723	0.563593507506	0.568007012905	0.641681596819	0.6188922423	0.645244885209	0.573848938752	0.635777534942	0.668040852067	0.63988366244	0.629305301171	0.667992184048	0.623153151571	0.624803793312	0.685852226273	0.699988712153	0.439356335795	0.674203723273	0.727120426734	0.566877505382	0.650014240203	0.641450901778	0.652379962012	0.644019488229	0.705901707393	0.692228639163	0.623564663125	0.619024705983	0.613898726556	0.650365439569	0.576265243265	0.640694771913	0.622527960512	0.610567165816	0.64973749929	0.616410104748	0.631026428478	0.725916734942	0.701131403185	0.70511559908	0.598287593321	0.656605549711	0.625100262884	0.660156844332	0.652940033251	0.621096579801	0.63276519711	0.632531050124	0.585173109607	0.600738046107	0.702557535633	0.602555512814	0.594315770578	0.426922436299	0.663421569267	0.591572732845	0.652930358378	0.553705205001	0.723329704852	0.626737047944	0.645971353928	0.662873663504
J0076	0.774342214647	0.613087668024	0.575895889506	0.557779478598	0.667573555027	0.654399516645	0.630547758253	0.622014946357	0.521516497553	0.638050152798	0.568726983589	0.617757946419	0.620444023931	0.651173228749	0.637389510509	0.635713529386	0.573899593347	0.593022344267	0.745884943162	0.580948561949	0.447666851125	0.0	0.575848252884	0.700512636361	0.535526185562	0.38183484648	0.663672786278	0.422604192473	0.621270495557	0.682317348485	0.564491006267	0.526039196261	0.67704506101	0.625558436242	0.715186692127	0.588634182938	0.539281128166	0.58759563396	0.564759435688	0.670643758171	0.606248702072	0.586242761718	0.703202200678	0.663111559634	0.626499390404	0.59719032121	0.584516382274	0.623087884583	0.570229187528	0.665067258909	0.557688241579	0.616748345128	0.613271686308	0.618505064478	0.658631510858	0.639978688291	0.566101781359	0.608027813915	0.71795129658	0.703208695331	0.460605110962	0.670319614132	0.732218516116	0.562334832835	0.652276159777	0.628196751452	0.657583511031	0.63766510482	0.662638368139	0.689169042816	0.624601590189	0.648427256096	0.590706954234	0.65623399331	0.580201240462	0.636740947583	0.624262350119	0.639743134103	0.701940822545	0.611047289842	0.599967911984	0.728485672559	0.68178985865	0.700416119376	0.598284685612	0.685380809469	0.591335663308	0.638648457847	0.62931272458	0.600245264138	0.64071074204	0.650757946287	0.575279225015	0.604140988979	0.709285375108	0.616461346777	0.577887757833	0.427992467366	0.652597014118	0.582058177456	0.591920123927	0.53672229327	0.706125367386	0.603213034297	0.652930149747	0.676389782713
J0074	0.776194707211	0.651358947198	0.574758507088	0.57520004146	0.672094052061	0.691266206915	0.654794325975	0.692784846649	0.584543104803	0.660717093494	0.597926655492	0.643038357635	0.68265153368	0.633435510094	0.674750143993	0.672887681537	0.607281400583	0.615362255433	0.766823332398	0.63138607729	0.609795322592	0.575848252884	0.0	0.711524697908	0.551751537195	0.609187833344	0.710043264431	0.599933316396	0.592635314156	0.673219441916	0.576591049522	0.328852919426	0.66031076501	0.654782469957	0.719410643114	0.646491035928	0.586116443511	0.638030753877	0.290687589109	0.714453653129	0.611738138593	0.645065799051	0.724876086965	0.719429965456	0.664557471181	0.642263056379	0.561556707288	0.657898398707	0.608317637457	0.731449562687	0.553310553944	0.666238052109	0.654391742443	0.660012541598	0.710772842418	0.608408952945	0.379250009404	0.623247960084	0.694972326305	0.721044963679	0.58129235751	0.653676210243	0.734196791639	0.670404931591	0.588896576933	0.688035320975	0.648322950227	0.625271242227	0.672521657081	0.67994670072	0.653680727074	0.637188915574	0.615196118506	0.698361609458	0.602935103205	0.646599154655	0.689975157095	0.658923920389	0.676389563788	0.599386481937	0.617899665914	0.693297095968	0.662619143848	0.674310198443	0.642836413852	0.695861569216	0.613134948714	0.63461132989	0.665555505852	0.633302693677	0.661753579494	0.68299566413	0.606714156737	0.5554673634	0.728288034688	0.628049528795	0.396519823047	0.573976967547	0.704108197018	0.647979316776	0.630329727403	0.557718686271	0.753528854113	0.61418882309	0.709494805622	0.727865773541
H0742	0.738343798125	0.747335360084	0.685973668111	0.691941774356	0.548098882246	0.654736167585	0.689391478216	0.628084328147	0.69600869209	0.713943655794	0.698436694598	0.709359287362	0.684590674925	0.634925519358	0.660387489354	0.687981951971	0.670763007746	0.640424043571	0.731772542912	0.70435255102	0.673355202163	0.700512636361	0.711524697908	0.0	0.68633604096	0.703570083445	0.682187482431	0.691691429599	0.682853874648	0.521375211044	0.651854915233	0.716108674758	0.528330298426	0.660860552522	0.645997748916	0.656854788082	0.721584955664	0.668621127829	0.694647878403	0.638901208601	0.706946852611	0.681046163763	0.667280126637	0.625975613142	0.659051130241	0.626502399563	0.697363404039	0.682172551784	0.691541857678	0.536112496775	0.705052405836	0.672074254139	0.699219622415	0.714647144662	0.542004393855	0.698532827538	0.700801483073	0.673699939963	0.621602722171	0.632088682377	0.704223309023	0.599804287537	0.643213735936	0.637555485009	0.719598309798	0.671373289111	0.650207186217	0.733335184708	0.689260001529	0.660069094565	0.689389556557	0.623996117474	0.640539060213	0.644981944074	0.632745383824	0.674268962631	0.662697365081	0.665747472309	0.697751985411	0.671333829844	0.642454296652	0.71851283296	0.703215993572	0.705498408134	0.624210231069	0.682425452365	0.677676505882	0.617736938189	0.691503890214	0.64465730963	0.626727636269	0.701890163256	0.700053484933	0.68800199639	0.653363002238	0.636963212705	0.716095574121	0.684457001642	0.650959049637	0.642802001291	0.711870529318	0.686204252187	0.663212019338	0.688570175403	0.643207448583	0.687670834984
H0866	0.76060070353	0.607127551553	0.441862854004	0.564967653637	0.627595958662	0.634409287603	0.603079804094	0.630007227071	0.530187985779	0.631339938031	0.568746658485	0.624169672169	0.632517745761	0.630697310156	0.602672872558	0.637052224423	0.543866440466	0.585554783028	0.760796346745	0.596639766141	0.537812848432	0.535526185562	0.551751537195	0.68633604096	0.0	0.561664185993	0.664932768469	0.528981384269	0.607840784383	0.643738290528	0.534777185632	0.54024384994	0.656162016915	0.634443375972	0.662801862312	0.604827601484	0.601423660314	0.558716043066	0.554694883413	0.63795822308	0.498102062668	0.562425545627	0.693465394838	0.637110499016	0.623492133317	0.582615211717	0.382176967214	0.617997220075	0.577487906026	0.68249273724	0.542373814102	0.603148117892	0.637709245304	0.488963603927	0.649433719911	0.635582625615	0.58401448327	0.61371139631	0.680255141773	0.711076867729	0.537468749226	0.658453846026	0.72931362474	0.577040038398	0.486422798512	0.63342879483	0.643720968185	0.610565140512	0.668067166371	0.68512553536	0.60180023805	0.624692608235	0.581882286755	0.640122270121	0.55114888029	0.63481026532	0.6147105903	0.628000722669	0.656336827609	0.5686562411	0.57562963586	0.702722575491	0.653570741856	0.664290075345	0.562972854951	0.655023011618	0.594451808552	0.615876444141	0.60442717146	0.600736221138	0.650009024547	0.650846218895	0.562677011923	0.601451933927	0.720546977349	0.576409294443	0.575096373632	0.549071641487	0.654449771456	0.621533576269	0.588953897368	0.522959868097	0.697331158907	0.60099797021	0.640751435672	0.673629098683
J0058	0.786152255554	0.672920631925	0.590048688254	0.580705306838	0.658936688684	0.665884127806	0.635223838166	0.637227648826	0.510063257323	0.693022738941	0.616707016145	0.654296326681	0.643043754434	0.666572573832	0.605294199602	0.643926333359	0.582251881534	0.630533896658	0.761237702028	0.641506984675	0.453519678134	0.38183484648	0.609187833344	0.703570083445	0.561664185993	0.0	0.688596664195	0.439030614323	0.659040998503	0.677455099406	0.584151418881	0.559653515974	0.676145741575	0.642110183707	0.702591850043	0.6190283517	0.49898859336	0.601467528935	0.603866866584	0.688263865829	0.617389821712	0.561718685178	0.715054075093	0.676116327082	0.653475189416	0.611657004503	0.591770315939	0.638561170908	0.607726112904	0.67703402644	0.594241690299	0.642642790225	0.667216763291	0.62227198544	0.665600748259	0.675587910692	0.611130699946	0.63626948802	0.710699546056	0.71754660841	0.430352655185	0.702474054713	0.732513736782	0.591589817795	0.652613562992	0.657599925498	0.684963981687	0.688033100778	0.715506699958	0.705481731099	0.64198702705	0.655344354512	0.604875412631	0.658025095307	0.588028976075	0.668919685267	0.643212337139	0.651305418259	0.705005099176	0.641012082127	0.628655224642	0.744655012595	0.719430255596	0.718355956702	0.617462405235	0.689033356801	0.612744591016	0.665003210709	0.653636902804	0.616545259876	0.669434425174	0.668754566377	0.582810463963	0.628085807392	0.728779376394	0.631311554302	0.60191316953	0.39061754285	0.680783218	0.626376151121	0.658079879377	0.563985626262	0.744250736889	0.612794341399	0.686144890887	0.705796831768
F0445	0.657975546163	0.722063627612	0.672287399301	0.674973894588	0.647419171136	0.654527362036	0.683382801877	0.651476173384	0.703405891068	0.705630330076	0.676863416687	0.581900486465	0.683349084786	0.698838117157	0.648474232295	0.649698285186	0.664777310489	0.634217271724	0.688808497765	0.692418447948	0.641711708149	0.663672786278	0.710043264431	0.682187482431	0.664932768469	0.688596664195	0.0	0.669075199142	0.677990164376	0.6742924527	0.613036373319	0.709446935236	0.664430791285	0.638434042945	0.714495378517	0.640754829576	0.717055496886	0.643768888056	0.714422729298	0.669928712957	0.676773902068	0.640853235054	0.713044480345	0.66584325869	0.675996572853	0.63054075179	0.691529523512	0.666957701991	0.669708043573	0.655369558179	0.657143716356	0.689081830499	0.703977595698	0.676402419545	0.656625832842	0.713345892229	0.708433785831	0.666951274351	0.689612635458	0.68331719723	0.705790204718	0.671466383965	0.69908701099	0.628778711237	0.710468013649	0.673272630297	0.687406789181	0.698568967622	0.707254567804	0.691078566163	0.678152897932	0.694738334385	0.649872297061	0.661659502378	0.630147439441	0.710217781667	0.669846492083	0.62954222271	0.542821588744	0.679875322557	0.641038525083	0.740906552397	0.714337479058	0.742329076428	0.624903381411	0.684385846595	0.68243872179	0.674133702294	0.693679795898	0.632852025463	0.635550825914	0.447558397854	0.628090157143	0.699526493611	0.719986429367	0.664678592695	0.710326324194	0.694522269289	0.67263843573	0.634380216545	0.688382209424	0.630292588666	0.719073368195	0.655518438691	0.65920462164	0.679138144599
J0042	0.766755777713	0.640659464948	0.569488291763	0.589302232993	0.662748882399	0.672358948634	0.607686882802	0.636623534242	0.494631406765	0.653952608929	0.600742307283	0.637824936198	0.6351798284	0.642003160054	0.62457118732	0.656204183959	0.558435656082	0.584520058838	0.763492796597	0.625208306024	0.438920912382	0.422604192473	0.599933316396	0.691691429599	0.528981384269	0.439030614323	0.669075199142	0.0	0.606038519663	0.686049668684	0.590182103756	0.572636587977	0.666151934432	0.615767100625	0.705587186146	0.590273723733	0.491129270564	0.580799350413	0.576016390223	0.673080926527	0.601563956794	0.574383611438	0.709130747949	0.659124588372	0.639226802	0.581440314351	0.580455636862	0.63729228086	0.574170970626	0.667967543647	0.56979168849	0.607882214983	0.635225945335	0.62152497285	0.656371933911	0.650637873005	0.594868027332	0.620265148012	0.709490529438	0.709536351403	0.437045865934	0.686337882592	0.722541390391	0.576448606631	0.665437881786	0.642164219908	0.648652986074	0.655455171804	0.687817416404	0.679089887101	0.611385622295	0.642626493923	0.612059966501	0.66094136861	0.577063509233	0.65318417986	0.616068604159	0.63311027618	0.712362467167	0.626685109393	0.61773277381	0.715734796814	0.68867666989	0.705431610272	0.60501746181	0.661362278055	0.589431305111	0.641012965147	0.633649131967	0.620061307411	0.652233429026	0.68546772956	0.597146441591	0.61541219122	0.722474932117	0.600455507712	0.595846614077	0.416472689183	0.648688128517	0.593130218936	0.622185702869	0.538854966992	0.732070362769	0.581465640323	0.650489180674	0.647278191973
