"Feature","PathCR.0.n","PathCR.0.mn","PathCR.1.n","PathCR.1.mn","PathCR.0.vs.PathCR.1","p.adj"
"goods_coverage","29","0.976","15","0.97064",0.0852362993092065,0.464638381203917
"simpson_reciprocal","29","16.5012526155331","15","15.7794531453187",0.787780870054445,0.922040026904624
"PD_whole_tree","29","101.388347931034","15","102.559818666667",0.750353253015398,0.922040026904624
"chao1","29","465.525613145759","15","564.551744186333",0.159879215059615,0.464638381203917
"observed_species","29","274.965517241379","15","301.666666666667",0.193599325501632,0.464638381203917
"shannon","29","5.15101124071379","15","5.186482741952",0.922040026904624,0.922040026904624
"gini_index","29","0.992854676511586","15","0.992575798069867",0.607040216415014,0.922040026904624
"fisher_alpha","29","63.6147363262724","15","71.6345312185533",0.193599325501632,0.464638381203917
"margalef","29","32.1661738890138","15","35.30114439224",0.193599325501632,0.464638381203917
"brillouin_d","29","3.48637476462241","15","3.50614372525267",0.902635300474845,0.922040026904624
"strong","29","0.713723268000448","15","0.724901575600867",0.350886222797304,0.701772445594608
"mcintosh_d","29","0.718457631182931","15","0.7266571935814",0.787780870054445,0.922040026904624
