"Feature","PathCR.0.n","PathCR.0.mn","PathCR.1.n","PathCR.1.mn","PathCR.0.vs.PathCR.1","p.adj"
"p_Actinobacteria.c_Actinobacteria","29","1.80758620689655","15","3.00933333333333",0.862374514593863,0.862374514593863
"p_Bacteroidetes.c_Bacteroidia","29","14.5544827586207","15","20.524",0.0332227034428738,0.163730605202193
"p_Bacteroidetes.c_unassigned","29","0.135172413793103","15","0.0533333333333333",0.0385248482828689,0.163730605202193
"p_Firmicutes.c_Bacilli","29","7.73172413793103","15","5.38666666666667",0.065090114704133,0.221306389994052
"p_Firmicutes.c_Clostridia","29","62.7110344827586","15","63.352",0.731846506942781,0.847112009747951
"p_Firmicutes.c_Erysipelotrichia","29","7.37931034482759","15","3.08266666666667",0.503752293862514,0.778526272332976
"p_Firmicutes.c_Negativicutes","29","1.86344827586207","15","1.76133333333333",0.794799389412038,0.847112009747951
"p_Firmicutes.c_unassigned","29","1.14620689655172","15","1.09866666666667",0.797281891527483,0.847112009747951
"p_Fusobacteria.c_Fusobacteria","29","0.410344827586207","15","0.00133333333333333",0.135984365613947,0.330247745062443
"p_Proteobacteria.c_Alphaproteobacteria","29","0.0144827586206897","15","0.0546666666666667",0.439012235294354,0.746320800000402
"p_Proteobacteria.c_Betaproteobacteria","29","0.299310344827586","15","0.442666666666667",0.590760031011101,0.836910043932393
"p_Proteobacteria.c_Deltaproteobacteria","29","0.0331034482758621","15","0.0626666666666667",0.101902656723833,0.28872419405086
"p_Proteobacteria.c_Gammaproteobacteria","29","0.370344827586207","15","0.836",0.363015501972787,0.68569594817082
"p_Proteobacteria.c_unassigned","29","0.00896551724137931","15","0.008",0.787504458368631,0.847112009747951
"p_Synergistetes.c_Synergistia","29","0.0172413793103448","15","0.004",0.34253947631919,0.68569594817082
"p_Verrucomicrobia.c_Verrucomicrobiae","29","0.0531034482758621","15","0.00533333333333333",0.0371734589739083,0.163730605202193
"p_unassigned.c_unassigned","29","1.45862068965517","15","0.316",0.0321154843886871,0.163730605202193
