	F0380	H0617	H0613	H0618	H0846	M0828	M0829	H0757	J0060	H0577	H0571	J0036	H0661	H0664	H0915	H0914	H0668	H0851	F0371	H0587	J0078	J0076	J0074	H0742	H0866	J0058	F0445	J0042	J0040	H0775	H0849	J0020	H0790	H0793	H0796	J0126	J0024	J0054	J0056	H0762	H0647	J0072	H0768	H0781	H0681	H0785	H0886	H0659	J0022	H0800	H0716	H0656	H0896	H0700	H0812	H0705	J0038	H0709	M0853	M0852	J0128	M0855	M0854	J0124	H0624	H0627	H0667	H0622	H0682	H0680	H0684	H0523	H0689	H0823	M0839	H0736	H0735	J0003	J0001	M0848	H0638	M0845	M0846	M0847	M0840	M0841	M0842	M0843	H0694	H0693	M0833	J0018	H0838	H0930	M0834	J0090	J0092	J0094	M0831	M0830	H0601	J0109	M0835	J0005	M0837	M0836
H0571	1.665060898	1.104836592	1.431384956	1.469023456	1.620110948	1.028462688	1.198234616	1.166937186	1.570890152	1.498448908	0.0	1.576305198	1.266077488	1.288412654	1.776145424	1.716376008	1.41455201	1.470530976	1.559174398	1.066880764	1.569747802	1.35178496	1.75496558	1.419137936	1.359442736	1.69171098	1.662271382	0.774403322	1.338428836	1.496086322	1.808286582	1.043140848	1.522560808	1.248457088	1.44687105	1.323077126	1.614837362	1.466269642	1.393320232	1.30979844	1.51091524	1.485350036	1.339035986	1.308537772	1.308057052	1.397791012	1.683812196	1.071761986	1.903508868	1.426766966	1.256505252	0.917923404	1.545560598	1.546414468	1.368859012	1.465076636	0.73983997	0.917117454	1.508274568	1.399430516	1.56414688	1.358052094	1.508204642	1.394350024	1.542175488	1.52967256	1.108360312	1.407717364	1.305043746	0.95118913	0.817011612	1.191439896	1.064275782	1.167897316	1.000442908	1.068467142	1.291431792	1.392150916	1.764051376	1.562844556	0.672689186	1.707488404	1.6086287	1.614586076	1.259087628	1.564277652	0.656739606	1.185801514	0.769215406	1.025182854	1.396439748	1.695326146	1.843361172	1.357393108	1.53737312	1.384883198	1.542111714	1.493508048	1.37229011	1.567234604	0.937108718	1.570685328	1.533098074	1.576415186	1.512993154	1.550460768
J0036	1.06370654	1.517888058	1.018457486	1.076714586	1.157893774	1.180088038	1.186516082	1.208454756	1.161231606	0.990624502	1.576305198	0.0	1.15182075	1.147684336	1.33263489	1.264361934	1.048270772	1.092696526	0.773553808	1.143710502	1.27410224	0.983693794	1.190390118	0.984272598	1.249525102	1.171209374	0.889505384	1.267384176	1.079646382	1.134994464	1.181111412	1.32004115	1.195856698	1.149728074	1.038718656	1.201796004	1.243544492	0.790014516	1.309057426	1.173271778	1.087488638	0.834114838	1.17298274	1.11046735	1.021347102	1.077613914	1.333433478	1.200387616	1.128461034	1.059347016	1.003342006	1.28925917	1.068950856	1.081113302	1.085061762	1.160666594	1.431540592	1.260071524	1.118519618	1.136922502	0.81174241	0.9798835	1.186074116	0.82948489	1.207043054	0.934723758	1.202431966	0.95408113	1.205352068	1.316684432	1.42770291	1.09513003	1.14816304	1.18812527	1.118491886	1.346866624	1.100357754	1.068435582	1.006905102	0.857324694	1.44932302	1.220489514	1.269245462	1.36171581	1.103396034	1.216442542	1.549948776	1.008609936	1.485365952	1.103779324	0.952952302	0.909089548	1.202330258	0.914881298	1.229672918	0.998342064	1.272986524	1.007322022	1.166650308	1.074614998	1.204998516	1.26608749	1.14804608	1.242951716	1.165891512	1.246200958
H0661	1.069762486	1.161745628	1.00666076	0.897666236	1.037538884	0.821565568	1.050064408	0.68122545	1.191551744	0.743898524	1.266077488	1.15182075	0.0	0.892982246	1.226478944	1.188638088	0.807508658	0.76551012	1.129563354	0.788714928	1.306615866	1.209410948	1.241317132	0.800490716	1.01513964	1.156173352	1.055421246	1.138617158	0.785057892	1.00033301	1.318872418	1.057291336	1.016333644	0.76792176	0.935452714	0.712911746	1.160881682	0.930296086	0.850181476	0.760810448	0.8774042	0.977458276	0.766164514	0.791545916	0.762798372	0.767305348	1.021076984	0.75454353	1.184165152	0.911845966	0.848212756	0.812029016	0.79773817	0.916766276	0.833458884	1.209069088	1.067459886	0.911250766	0.946027504	0.890366064	1.11297094	0.897056966	1.07799677	0.798058492	1.081087048	0.53833674	0.883924408	0.8481067	0.670301586	0.865959134	0.9229755	0.769457032	0.676878186	0.723695576	0.907221324	0.758892518	0.455915132	1.075520056	1.254859352	0.856635652	1.144029194	1.295719432	1.235533752	1.240558528	0.843807924	1.144242368	1.178062314	0.710578474	1.026987306	0.768047698	0.858072972	1.129536598	1.316689856	0.933222808	1.105395368	1.066691642	1.061090706	1.087856616	0.886802522	0.834027024	0.906152606	0.8414328	1.07130227	0.981790926	1.07906751	1.129130412
H0664	1.238061052	1.467771754	1.169156194	0.972623774	1.05049557	1.036815514	1.237543974	0.923510144	1.313646238	0.909607706	1.288412654	1.147684336	0.892982246	0.0	1.281398438	1.255181686	0.794461856	0.853797314	1.358145124	0.975984942	1.19929064	1.143937654	1.135397274	1.035608122	1.127460238	1.210021162	1.049438508	1.145155824	1.057483078	1.114408156	1.315549948	0.99171055	1.113561654	0.983619126	1.166278732	0.796673748	1.2950238	0.925540144	0.85909953	0.990436386	0.954150766	1.008501562	1.034080172	0.956711942	0.85832595	0.952238546	1.10283375	0.997448268	1.174616722	1.126674804	0.891944178	1.05833373	0.938721456	1.123731874	1.04546231	1.40249499	0.994700972	1.0154402	1.07924103	1.088001382	1.069865898	1.081229056	1.21619472	0.920355142	1.305080702	0.940835962	0.755392818	0.932929746	0.732473296	0.873555944	1.234561978	0.656462714	0.82607278	0.917001126	0.86056145	1.025592468	0.803529346	1.029836462	1.314489598	0.87271627	1.344915532	1.357332042	1.352573762	1.371202478	0.999800278	1.407237522	1.410242712	0.834677756	1.270984944	0.894973036	1.04018953	1.117617816	1.365077226	0.995674482	1.301569006	1.120225584	0.97716728	1.113253682	1.091694	0.783600746	1.062682804	0.828362966	1.307948964	1.038265996	1.301326888	1.374088654
H0915	1.40998533	1.818484352	1.24514892	1.047840292	0.970443752	1.505190192	1.458593064	1.330417554	1.497457112	1.236397168	1.776145424	1.33263489	1.226478944	1.281398438	0.0	0.620861576	1.019855074	1.214037772	1.57555275	1.379973892	1.41326289	1.35497834	1.144409972	1.162085656	1.32119742	1.12129336	1.160139806	1.715581318	1.456555728	1.207972222	0.784802026	1.21743206	1.13620546	1.36684216	1.282497942	1.070293958	1.411783566	1.063145666	1.128974624	1.260425084	0.95266512	1.124625888	1.288445814	1.287324492	1.201911504	1.163099328	1.000752704	1.429484834	1.206277672	1.316015738	1.249300604	1.411877272	1.255196502	1.240505472	1.316235404	1.610893724	1.50334189	1.436615382	1.508905116	1.498928208	1.156668092	1.41263957	1.477173022	1.160549432	1.378995548	1.075557748	1.398962316	1.16365838	1.30815173	1.49771635	1.581385004	1.319690992	1.197745186	1.360164396	1.285704092	1.441486494	1.22569018	1.309761796	1.331928492	1.112447136	1.791688866	1.496688148	1.526048488	1.63336876	1.426490952	1.602213984	1.699523914	1.339867714	1.588658214	1.299557402	1.351867804	1.121299158	0.78080248	1.255530284	1.631724176	1.334608542	1.149064922	1.30189144	1.407403458	1.0454352	1.59965015	1.057964124	1.596101586	1.160460098	1.484092758	1.526230164
H0914	1.568815266	1.77602972	1.331120128	1.240292892	1.091956536	1.49632294	1.457143812	1.316753382	1.585009936	1.253927684	1.716376008	1.264361934	1.188638088	1.255181686	0.620861576	0.0	0.98665303	1.297127852	1.661939974	1.379348884	1.358882302	1.198349644	0.94074684	1.298464236	1.251763532	1.22387244	1.308930514	1.670387062	1.440249528	1.372127518	0.42849965	1.186164204	1.258083104	1.407093648	1.454739202	1.058826262	1.572063282	1.166154542	1.060654676	1.257309684	0.979400552	1.262483444	1.302229194	1.342661352	1.143071808	1.189329368	0.826837428	1.357851838	1.16604492	1.44313661	1.239317672	1.357299196	1.268260502	1.197900124	1.373621196	1.646282896	1.461112718	1.383802754	1.614412112	1.517343416	1.136444236	1.440751006	1.59911579	1.282561216	1.5097288	1.131142636	1.282433164	1.251465408	1.23183091	1.426109654	1.530412348	1.285010452	1.164725246	1.354573836	1.292395308	1.350909498	1.23572856	1.314728288	1.418944932	0.906909264	1.710990582	1.577564812	1.615022308	1.740112272	1.454911476	1.738523084	1.674065506	1.353221014	1.583770346	1.238577138	1.420327612	1.173719066	0.478788416	1.308601604	1.659683348	1.37587069	1.026351658	1.376764924	1.439548098	1.043830816	1.557788698	1.015876696	1.656607114	0.976209102	1.626525902	1.630096228
H0668	1.060428348	1.278906202	1.03732187	0.863183762	1.008600214	0.950028522	1.164128238	0.781018608	1.12447421	0.765471126	1.41455201	1.048270772	0.807508658	0.794461856	1.019855074	0.98665303	0.0	0.90873617	1.279453904	0.993481686	1.092604208	1.139073142	1.191556914	0.895327922	1.048231934	1.107708134	0.961609604	1.23363194	1.019745838	1.056169008	1.111774204	1.073593442	0.949926526	0.851624822	1.006925684	0.793602596	1.237279852	0.84816196	0.950318926	0.79302103	0.880304386	0.943753554	0.821148352	0.833596778	0.591680442	0.850229874	1.016101126	0.716942188	1.130555842	0.947168056	0.79274161	1.038434402	0.95098776	1.048177442	0.880314538	1.275322574	1.19463912	0.81395552	1.04867507	0.972464082	0.949369722	0.921039432	1.208817156	0.780588454	1.235522554	0.862124626	0.898830642	0.766737042	0.754641964	0.931465104	1.194176386	0.76701199	0.631594288	0.812639482	0.93435911	1.068238152	0.791378706	0.931652042	1.32090547	0.724838006	1.2038365	1.30905891	1.33890927	1.403970394	0.96968683	1.226636638	1.35826244	0.871855608	1.28755476	0.683885084	0.983320754	1.011027408	1.119934274	0.912151602	1.128759634	1.095975624	1.094424272	0.947514102	0.920628468	0.783848818	1.017319608	0.872423046	1.127768692	1.079923544	1.101108488	1.12508359
H0851	1.097832086	1.417765164	0.967181852	0.749188996	0.912918884	0.968552716	1.12772594	0.79135645	1.145323536	0.73021164	1.470530976	1.092696526	0.76551012	0.853797314	1.214037772	1.297127852	0.90873617	0.0	1.135722774	0.984685904	1.287117286	1.276507612	1.084989496	0.770214484	1.05723724	1.137959164	0.977828314	1.313724546	0.9282032	0.832203234	1.284783206	1.25659006	0.923375548	0.644194428	0.937433702	0.85233423	1.121175154	0.740847678	0.964981216	0.815466544	0.94433058	0.815747664	0.864959442	0.730132184	0.880822488	0.460243032	1.1690268	0.977888802	1.058804764	0.774924422	0.929626196	1.080340852	0.865289626	0.994092584	0.849890604	1.182539416	1.18802743	1.132382834	0.883545692	0.97638076	0.986147744	0.813665378	0.99875935	0.640329756	1.006203632	0.73873758	0.938697324	0.683114712	0.85319269	1.10054053	1.186030968	0.915652808	0.876928102	0.807461504	0.925035328	1.027070402	0.824905044	1.048162936	1.226359124	0.9194407	1.309621886	1.187401736	1.185601128	1.162122872	0.780720636	0.96690466	1.392468262	0.594738378	1.185453954	0.977881538	0.720622216	1.086147838	1.318086872	0.789974148	1.00415296	0.886092974	1.052481422	1.037068088	0.941903786	0.725580928	1.06929283	0.840751448	1.047618726	1.112806666	1.026623874	1.157254952
F0371	1.024578248	1.374644254	1.048415386	1.208831586	1.287104382	1.064693754	0.977682242	1.148063308	1.008001014	1.137474194	1.559174398	0.773553808	1.129563354	1.358145124	1.57555275	1.661939974	1.279453904	1.135722774	0.0	1.219139042	1.463952808	1.397407626	1.670349722	0.94415361	1.255459742	1.354757342	0.994937552	1.248123596	0.872667314	1.118704024	1.661161532	1.593391834	1.24774141	1.011431542	0.957033624	1.408966688	1.062355224	0.949196088	1.51788767	1.099891222	1.253773126	0.938703898	1.109963072	1.018580622	1.30309557	1.049783902	1.546711942	1.14800918	1.627428286	0.94077202	1.203186398	1.299240626	1.23720066	1.100646202	1.068262354	0.870653642	1.51584938	1.354923324	1.075817042	1.016117378	1.239793902	0.845466824	1.027468092	0.831281902	1.061929614	1.033911502	1.408510666	1.087825182	1.368002056	1.326038724	1.306609558	1.21808075	1.259038564	1.133122494	1.226204614	1.330907076	1.176155334	1.194595338	1.02320215	1.369831374	1.32528174	1.267079682	1.166794234	1.234313418	1.009769686	0.99413797	1.420635556	0.96998438	1.361477708	1.21634804	0.822719322	1.09056424	1.717706138	1.02791535	1.063816986	0.822396328	1.580953688	1.137197466	1.078153548	1.29318291	1.260557936	1.491504362	0.976489668	1.627423968	1.017107288	1.095940998
H0587	1.291829466	1.02064414	1.171568256	0.91098394	1.197144772	0.89397046	0.844993684	0.870931022	1.251573396	0.774201452	1.066880764	1.143710502	0.788714928	0.975984942	1.379973892	1.379348884	0.993481686	0.984685904	1.219139042	0.0	1.31503525	1.083662428	1.350012076	1.034077456	1.141106964	1.26666206	1.146212466	0.862025474	0.992671636	1.14450649	1.465645438	0.819623216	1.253756148	1.024993544	1.165110102	0.81456707	1.279168434	1.010374802	0.95211432	1.07573882	1.059131588	1.090414216	1.076207414	1.03988244	0.812801136	1.044425428	1.317274132	0.784557886	1.381211364	1.056511246	0.846986952	0.655460652	0.648438254	1.12502462	1.079531544	1.297739928	0.800641114	0.650151006	1.187250696	1.194348672	1.20404978	1.069222374	1.25504353	0.94106742	1.2514633	0.842687288	0.77735596	0.992520388	0.875763402	0.800434502	0.842885776	0.751475868	0.596419114	0.872479988	0.827346804	0.887356922	0.933127264	1.082700544	1.375637688	1.0754739	0.955416838	1.389200732	1.368192364	1.354562988	1.002384044	1.3634349	0.966293542	0.815136438	0.798128442	0.56187573	0.992994064	1.234414554	1.499509704	0.99541726	1.315471732	1.148714002	1.13712045	1.107617456	1.11896877	1.021982672	0.540477062	1.038674572	1.287055318	1.040551786	1.380477046	1.428060676
J0078	1.371189836	1.626660578	1.222958394	1.335179038	1.273806046	1.320123178	1.41380195	1.280922068	1.361043754	1.221283906	1.569747802	1.27410224	1.306615866	1.19929064	1.41326289	1.358882302	1.092604208	1.287117286	1.463952808	1.31503525	0.0	1.222265766	1.354019962	1.317080602	1.293156242	1.193286698	1.182875024	1.311005576	1.31249565	1.344567372	1.405607736	1.335807382	1.31246983	1.261230166	1.29924472	1.231187744	1.399707536	1.184364716	1.26782177	1.25089487	1.167554474	1.267086602	1.266010544	1.227925834	1.26243055	1.212544414	1.318880102	1.272024188	1.462624614	1.316417284	1.112033158	1.350651706	1.301891316	1.414949122	1.275180994	1.408817202	1.428680872	1.349875596	1.347139174	1.285712366	1.101453754	1.293594376	1.391594064	1.165665906	1.520355618	1.267934506	1.267175038	1.275466918	1.285659304	1.38715024	1.445975894	1.197115922	1.250606736	1.275657946	1.18002377	1.318652048	1.221178942	1.097179554	1.402902214	1.22683189	1.575957972	1.495382226	1.520453698	1.536140486	1.314764806	1.560411982	1.635530312	1.22429942	1.543681976	1.257824316	1.241639586	1.192003132	1.430727762	1.130492998	1.489620186	1.302130196	1.314404952	1.060562454	1.26431482	1.128031582	1.406463372	1.250569826	1.470217264	1.333896588	1.42122166	1.444896706
J0076	1.446729614	1.43210744	1.118104456	1.205635492	1.309112476	1.111998332	1.049422892	1.09799837	1.256207204	1.262643752	1.35178496	0.983693794	1.209410948	1.143937654	1.35497834	1.198349644	1.139073142	1.276507612	1.397407626	1.083662428	1.222265766	0.0	1.212341528	1.220705888	1.24298402	1.054634356	1.262630842	0.954970766	1.190757772	1.29627113	1.234129738	0.96830158	1.303814568	1.203423652	1.286404506	1.101107098	1.342939158	1.12787895	1.124692984	1.273963252	1.06879908	1.235308836	1.297199086	1.23801556	0.950580932	1.214676928	1.354454608	1.13350241	1.370079456	1.19344131	1.02362788	1.079886172	1.254778038	1.266276756	1.248348672	1.372623884	1.05508853	1.107048286	1.35368358	1.358001696	0.84706192	1.19339927	1.453478714	1.137120864	1.388779664	1.26639642	1.096020452	1.2249825	1.179565482	1.175560842	1.223822944	1.05691196	1.036473406	1.122077864	1.006047828	1.188285038	1.179806804	1.122130556	1.483293	1.03325462	1.385049282	1.47610168	1.53067136	1.532751652	1.177194288	1.423077664	1.371609518	1.10411621	1.261969398	1.02775457	1.241105296	1.225750966	1.296950344	1.17661856	1.321310728	1.171488694	1.124850182	0.943099812	1.306416922	1.22785982	1.134682334	1.261560788	1.336098782	1.099574062	1.411486298	1.4712663
J0074	1.532615838	1.8649706	1.410241388	1.193103428	1.167665476	1.528330512	1.625105988	1.360558958	1.535081768	1.211334628	1.75496558	1.190390118	1.241317132	1.135397274	1.144409972	0.94074684	1.191556914	1.084989496	1.670349722	1.350012076	1.354019962	1.212341528	0.0	1.338494024	1.425035556	1.108863452	1.352970546	1.691315538	1.488641468	1.411072498	0.951489994	0.937278712	1.353572032	1.429125928	1.497430698	1.113071114	1.48662893	1.255846242	0.61643608	1.352902036	1.046617244	1.387151644	1.376401202	1.37063832	1.209959704	1.217781612	1.03542618	1.46001773	0.870865256	1.494530902	1.264512508	1.435899952	1.239489938	1.374145404	1.44122652	1.660918616	1.209143702	1.469746042	1.38562132	1.468183676	1.042566236	1.466470006	1.451768658	1.329338492	1.519071732	1.106323096	1.160692384	1.22009854	1.179249002	1.470044046	1.571116356	1.283344492	1.267573818	1.392667456	1.331656188	1.32943895	1.20618898	1.340905316	1.454691012	0.855489532	1.810584442	1.428901512	1.556897036	1.554416964	1.460129716	1.739150952	1.772689554	1.243298726	1.64044861	1.335164462	1.4241042	1.284008826	0.962124884	1.231445976	1.690904844	1.448637506	0.520123266	1.374830336	1.460557282	0.940223804	1.572031926	0.929180916	1.653097874	0.901388914	1.617750382	1.662588288
H0742	0.92405139	1.221227724	0.903929516	0.813548996	0.790401996	0.832512612	0.936289036	0.723703986	0.838845556	0.822365828	1.419137936	0.984272598	0.800490716	1.035608122	1.162085656	1.298464236	0.895327922	0.770214484	0.94415361	1.034077456	1.317080602	1.220705888	1.338494024	0.0	1.0583306	0.988610384	0.897334718	1.14595501	0.736768328	0.64161081	1.303365118	1.274098544	0.589709236	0.771225744	0.748972702	0.952539758	0.854269918	0.702984678	1.18030808	0.685990292	0.952557916	0.717558244	0.703100566	0.601290888	0.899289664	0.701517676	1.266687544	0.831677526	1.200953672	0.510241074	0.833079124	1.082222976	0.989749366	0.898756428	0.532991252	0.944293456	1.223626058	1.087507626	0.848088604	0.839487344	0.961564808	0.573570938	1.009930826	0.491033976	0.82283654	0.795024852	1.123747576	0.710845612	0.894009082	1.068427734	1.195079816	0.986475208	0.924293566	0.753884224	1.001888328	1.089851394	0.764148348	1.026990144	1.128086068	0.984748856	1.247336258	1.27372232	1.190789148	1.1774511	0.780597584	0.804766472	1.297871518	0.73663575	1.237229402	0.920423826	0.585738876	1.03691399	1.362433424	0.7040733	0.89046748	0.732732222	1.23326701	0.898557208	0.73348337	0.910316048	1.04258991	1.098831036	0.799202102	1.306852438	0.841193538	0.923419008
H0866	1.316178538	1.472806288	0.972747028	1.08860072	1.166524752	1.074278212	1.20114608	0.92865583	1.294415416	1.166603876	1.359442736	1.249525102	1.01513964	1.127460238	1.32119742	1.251763532	1.048231934	1.05723724	1.255459742	1.141106964	1.293156242	1.24298402	1.425035556	1.0583306	0.0	1.265955612	1.257607538	1.277682274	1.09784198	1.102437618	1.134281966	1.23385416	1.142992548	1.016139244	1.09381065	1.158027662	1.197627378	1.034146678	1.120369004	0.974572908	1.002217576	1.091233464	1.001993018	0.981365152	1.076302416	0.91843058	1.061549368	1.091714294	1.531119804	1.109469946	1.062121624	1.087175476	1.215682318	0.970961064	1.042491848	1.32398044	1.28121885	1.204961038	1.292448356	1.215736004	1.115065444	1.064612258	1.304490734	1.035780588	1.016036428	1.135703724	1.180154028	1.081069924	1.19101845	1.15674925	1.213838372	1.032908992	1.040534918	0.962404096	1.007483664	1.105714054	1.0354286	1.09147004	1.379555876	1.232617676	1.41219345	1.502659188	1.417979408	1.43373348	1.062983524	1.339123412	1.35455503	0.96737443	1.301912418	1.050130366	1.120856596	1.285763734	1.328189672	1.063129352	1.254629404	1.019991034	1.265497086	1.144641096	1.148839534	1.187702044	1.264463934	1.250286788	1.309539318	1.349329754	1.267563486	1.3447409
J0058	1.323117438	1.756124936	1.065681956	1.07274156	1.03061232	1.376530216	1.306088576	1.244861974	1.082645968	1.304538828	1.69171098	1.171209374	1.156173352	1.210021162	1.12129336	1.22387244	1.107708134	1.137959164	1.354757342	1.26666206	1.193286698	1.054634356	1.108863452	0.988610384	1.265955612	0.0	1.105975358	1.257394378	1.190254768	1.180430106	1.260458942	1.097880604	1.116728364	1.290698868	1.110660322	1.186164386	0.991772698	0.944512694	0.97479676	1.264290796	0.8026736	1.024751276	1.25036953	1.198026632	1.295205272	1.070666436	1.056766844	1.380012078	1.313832256	1.215107906	1.084747312	1.336277428	1.27160427	1.08657132	1.23410848	1.3502166	1.375971306	1.40725935	1.305224792	1.373273392	0.858097308	1.179261246	1.381766158	0.997330356	1.081164268	0.985893064	1.344636444	1.199401636	1.27012915	1.40238439	1.500865516	1.154082032	1.175185242	1.30485948	1.233396792	1.36173203	1.122130868	1.135792656	1.309353884	1.20527288	1.733582034	1.54973698	1.5394785	1.53715932	1.31793786	1.374274104	1.590793014	1.150071798	1.554505906	1.224794262	1.122612088	1.168041966	1.312027228	1.022340952	1.399531452	1.160058098	0.952524858	0.816179012	1.330885386	1.130773352	1.499648582	1.16988522	1.35185223	1.226508346	1.39492971	1.473121528
F0445	0.575663204	1.41149089	0.982249398	1.004378258	0.945637774	1.09060217	1.306929994	1.085913332	1.146911274	0.91827381	1.662271382	0.889505384	1.055421246	1.049438508	1.160139806	1.308930514	0.961609604	0.977828314	0.994937552	1.146212466	1.182875024	1.262630842	1.352970546	0.897334718	1.257607538	1.105975358	0.0	1.252219664	1.109502966	0.985973028	1.330673956	1.418546098	0.964034838	0.971419006	0.923643572	1.061932976	1.166292104	0.786237652	1.209599542	1.014995574	0.961119746	0.851401558	1.052060604	0.965345426	1.13198205	0.941170022	1.23180533	1.115149656	1.216394658	0.927833792	1.057698902	1.32153167	1.045469396	1.219785182	0.92935989	1.234254298	1.465658988	1.29771994	0.895426402	0.929124726	0.925666022	0.901988476	1.00550298	0.814274042	1.197422206	0.95467655	1.22301135	0.918404338	1.168694504	1.350472964	1.368853118	1.086582102	1.130175892	1.050602742	1.069547926	1.265296588	1.015800046	0.96681277	0.526221402	1.090153382	1.460285132	1.215320846	1.226700386	1.24056901	0.992735942	1.11021305	1.61331274	0.998270672	1.447802232	1.144527096	0.836525234	0.31125792	1.365553422	0.917174862	1.127242398	1.04028304	1.258854664	0.91624097	1.016747756	0.862460294	1.21792108	1.121300242	1.0579891	1.328667872	1.041289056	1.115716974
J0042	1.285806244	0.899663814	1.150994366	1.342296546	1.44116415	0.87880907	0.968594782	1.028278144	1.171575858	1.32020699	0.774403322	1.267384176	1.138617158	1.145155824	1.715581318	1.670387062	1.23363194	1.313724546	1.248123596	0.862025474	1.311005576	0.954970766	1.691315538	1.14595501	1.277682274	1.257394378	1.252219664	0.0	1.064629834	1.295464108	1.715266152	0.968974486	1.29918723	1.105869678	1.147180324	1.204505476	1.246173584	1.221914588	1.308706762	1.217890486	1.269852378	1.207666286	1.222600504	1.139860346	1.134508686	1.203516398	1.609996758	0.925840528	1.735921046	1.128529848	1.074701462	0.81187347	1.34831916	1.34582069	1.149772582	1.221065702	0.729003708	0.778030948	1.24845577	1.222062194	1.103104066	1.0466263	1.328415328	1.118995182	1.289249058	1.364622994	1.078707486	1.267107026	1.238980624	0.89936644	0.934001142	0.995557206	0.910355272	1.049150974	0.915554534	1.03931368	1.136815834	1.14658037	1.451194138	1.421231402	0.881175072	1.596218558	1.526508358	1.452090674	1.08345309	1.25854733	0.873011308	1.008534144	0.902625636	0.853396808	1.095334258	1.324799416	1.786247446	1.188969422	1.199000978	1.147178208	1.427830844	0.979432142	1.220196184	1.386240774	0.74173676	1.443057094	1.178717288	1.482669856	1.321900272	1.337559066
J0040	1.159706554	1.239736068	0.992182396	1.02576584	1.167678236	0.880216496	0.711181144	0.85673261	0.836218468	1.001865496	1.338428836	1.079646382	0.785057892	1.057483078	1.456555728	1.440249528	1.019745838	0.9282032	0.872667314	0.992671636	1.31249565	1.190757772	1.488641468	0.736768328	1.09784198	1.190254768	1.109502966	1.064629834	0.0	1.011395874	1.474223134	1.28636862	1.065463588	0.824153028	0.927635974	0.987790258	0.860322966	0.81770297	1.205677824	0.869845864	1.06318874	0.804864412	0.875112854	0.811548284	0.995275444	0.854364888	1.326222456	0.908318906	1.37904126	0.865681482	0.903217912	1.014385132	1.066737902	0.9024655	0.908146384	0.85029318	1.222826742	1.075694358	1.044241228	0.967395328	1.088643604	0.761454246	1.068655822	0.648733444	0.903830396	0.865829056	1.088493396	0.948975212	1.014928334	1.012077114	1.03782182	0.930876516	0.917250214	0.875114936	0.995907176	0.976411466	0.804341536	1.077501396	1.24316906	1.08145612	1.16559223	1.362914288	1.272086768	1.242065924	0.869852624	0.997890844	1.17474161	0.756254458	1.112926726	0.93159011	0.684248728	1.190074966	1.541073008	0.85368396	1.039555552	0.70061577	1.313218986	0.98010338	0.948822062	1.077727024	1.057353622	1.055518348	0.948530358	1.256000958	1.08107181	1.1386716
H0775	1.072557296	1.471732446	0.885714054	1.002710674	0.54992899	1.005719386	1.179254566	0.878211932	1.218006982	1.046641242	1.496086322	1.134994464	1.00033301	1.114408156	1.207972222	1.372127518	1.056169008	0.832203234	1.118704024	1.14450649	1.344567372	1.29627113	1.411072498	0.64161081	1.102437618	1.180430106	0.985973028	1.295464108	1.011395874	0.0	1.381641216	1.361578206	0.528488658	0.871506494	0.787739004	1.144692468	1.071384976	0.844980672	1.25887819	0.774017294	1.077299962	0.86183931	0.829202764	0.722875422	1.13709181	0.78991395	1.317638394	1.119778932	1.364445082	0.666480912	1.119433114	1.179932266	1.131712824	1.121457974	0.592241926	1.191696606	1.314366152	1.251708496	1.02691287	1.027176214	1.051044538	0.8738734	1.02167206	0.826792262	1.008056922	1.000161706	1.220023834	1.034287322	1.17700708	1.218240552	1.274989738	1.046670238	1.066906588	0.903223402	0.90520519	1.160490724	0.95295323	0.90872101	1.166978894	1.136273786	1.4175603	1.321595086	1.247639278	1.27403683	0.922243906	0.940570654	1.422655212	0.772665	1.3673134	1.05551126	0.789026234	1.046266248	1.438856246	0.974107362	1.089147286	0.922862132	1.340931632	1.01789355	0.996309352	0.996481014	1.266618416	1.238804826	1.097793928	1.418616716	0.991687504	1.132992794
H0849	1.587248316	1.856707378	1.300874182	1.255325054	1.090795846	1.57240219	1.500895746	1.412227188	1.554679126	1.311494938	1.808286582	1.181111412	1.318872418	1.315549948	0.784802026	0.42849965	1.111774204	1.284783206	1.661161532	1.465645438	1.405607736	1.234129738	0.951489994	1.303365118	1.134281966	1.260458942	1.330673956	1.715266152	1.474223134	1.381641216	0.0	1.26342427	1.252693502	1.497871022	1.454449576	1.176164964	1.573993696	1.158493708	1.18325217	1.361087798	1.079524946	1.244367266	1.3819108	1.385202782	1.221656198	1.21027849	0.928367234	1.464758036	1.11451123	1.4201968	1.31125253	1.49861333	1.369607516	1.32374495	1.384235562	1.62626639	1.5507088	1.494436336	1.602002718	1.55731423	1.073874818	1.443855204	1.590720292	1.265520802	1.537867634	1.172306598	1.385655266	1.227278926	1.337355296	1.541035848	1.640270722	1.385826018	1.315109728	1.448584354	1.37474983	1.484289432	1.29630023	1.360988546	1.440652478	0.946171242	1.782924144	1.572583458	1.616259282	1.725790694	1.523705862	1.701111294	1.736171828	1.421873568	1.683103276	1.342968484	1.42909391	1.19315272	0.477164154	1.302139062	1.68774381	1.376668384	1.139556884	1.343071682	1.460471908	1.081445058	1.610596004	1.105268358	1.63584914	1.103678292	1.602638584	1.600518674
