	F0380	H0617	H0613	H0618	H0846	M0828	M0829	H0757	J0060	H0577	H0571	J0036	H0661	H0664	H0915	H0914	H0668	H0851	F0371	H0587	J0078	J0076	J0074	H0742	H0866	J0058	F0445	J0042	J0040	H0775	H0849	J0020	H0790	H0793	H0796	J0126	J0024	J0054	J0056	H0762	H0647	J0072	H0768	H0781	H0681	H0785	H0886	H0659	J0022	H0800	H0716	H0656	H0896	H0700	H0812	H0705	J0038	H0709	M0853	M0852	J0128	M0855	M0854	J0124	H0624	H0627	H0667	H0622	H0682	H0680	H0684	H0523	H0689	H0823	M0839	H0736	H0735	J0003	J0001	M0848	H0638	M0845	M0846	M0847	M0840	M0841	M0842	M0843	H0694	H0693	M0833	J0018	H0838	H0930	M0834	J0090	J0092	J0094	M0831	M0830	H0601	J0109	M0835	J0005	M0837	M0836
J0020	1.548177414	1.277643044	1.29252696	1.23287228	1.203937096	1.072209288	1.202072928	1.03884785	1.442564592	1.250896828	1.043140848	1.32004115	1.057291336	0.99171055	1.21743206	1.186164204	1.073593442	1.25659006	1.593391834	0.819623216	1.335807382	0.96830158	0.937278712	1.274098544	1.23385416	1.097880604	1.418546098	0.968974486	1.28636862	1.361578206	1.26342427	0.0	1.288328844	1.281559192	1.414699302	0.901327166	1.440077034	1.24452193	0.605930908	1.22185158	0.966825252	1.333598156	1.243878026	1.277891164	1.007170276	1.227158528	1.145139552	0.996278138	1.351466776	1.413187338	1.023048428	0.859516916	1.191425582	1.275418968	1.333251636	1.547273992	0.52102485	0.872513982	1.469907076	1.448172836	1.231568484	1.36823985	1.530334954	1.276224904	1.474236232	1.125466808	0.890094472	1.254720428	0.967917662	0.923962594	1.075813656	0.942978904	0.76352975	1.104941968	0.90306086	1.010411146	1.040308236	1.174666828	1.57677912	1.070314972	1.25463231	1.582002912	1.587506648	1.634428952	1.266039736	1.642875108	1.14387931	1.15657763	1.131167082	0.790341222	1.378988096	1.40325671	1.31849726	1.229073012	1.554255784	1.37693533	0.707021338	1.265186692	1.37849673	1.1487717	0.94405441	1.054644744	1.540763786	1.002483702	1.557687942	1.59106268
H0790	1.070110302	1.38228188	0.942602084	1.07998692	0.593945728	1.00976248	1.239615876	0.869830498	1.18409114	1.074227708	1.522560808	1.195856698	1.016333644	1.113561654	1.13620546	1.258083104	0.949926526	0.923375548	1.24774141	1.253756148	1.31246983	1.303814568	1.353572032	0.589709236	1.142992548	1.116728364	0.964034838	1.29918723	1.065463588	0.528488658	1.252693502	1.288328844	0.0	0.913263592	0.908077522	0.99099041	1.125722334	0.926604106	1.211404224	0.788164712	1.0554573	0.9465554	0.824718806	0.745633136	1.068849916	0.843074532	1.213921376	0.99149783	1.217580372	0.710205134	1.093157444	1.256436172	1.19684383	1.209292264	0.568833452	1.262145612	1.32125255	1.206190962	1.0321213	0.976298692	1.034615644	0.870012302	1.095478022	0.8883334	1.116816612	1.00574526	1.217131528	1.04140844	1.035186658	1.135041122	1.337939232	1.113096012	1.062633118	0.86944528	0.980924856	1.173802518	0.886009308	0.988626712	1.240272316	1.03383728	1.371800342	1.334512424	1.259870296	1.297445552	0.988580652	1.054550916	1.460205154	0.93614709	1.43253915	1.069785138	0.892708032	1.06666629	1.307224296	1.030693604	1.090710672	1.002649226	1.309422286	1.002732724	0.944166746	0.97147564	1.279359242	1.08962922	1.09606325	1.299091786	0.955446782	1.06637728
H0793	0.898212942	1.019681524	0.884144956	0.974122448	1.035956948	0.554324028	1.049479916	0.565182642	1.118023932	0.816926708	1.248457088	1.149728074	0.76792176	0.983619126	1.36684216	1.407093648	0.851624822	0.644194428	1.011431542	1.024993544	1.261230166	1.203423652	1.429125928	0.771225744	1.016139244	1.290698868	0.971419006	1.105869678	0.824153028	0.871506494	1.497871022	1.281559192	0.913263592	0.0	0.790464862	0.95912729	1.182118894	0.913210826	1.148005224	0.60476126	1.079735728	0.947870476	0.642422734	0.518483456	0.870892728	0.534509432	1.322127056	0.657830558	1.361245032	0.596963342	0.958195508	1.02942874	1.05365361	1.115837932	0.701105004	1.075721944	1.193044986	1.024594234	0.813741932	0.678526944	1.049813172	0.580890286	0.925804218	0.67752274	0.962168592	0.999150776	1.04709054	0.79589692	0.886340118	0.970848386	1.032481124	0.941645204	0.841877898	0.5774443	0.761668972	0.992182498	0.77294138	0.953250744	1.198724912	1.066769584	1.078094894	1.246282648	1.149428576	1.16549368	0.518999884	0.804427304	1.227120338	0.565333766	1.10759427	0.90712339	0.67085208	1.08760281	1.526621144	0.866970316	0.719555904	0.840898178	1.282274418	1.039872952	0.73139465	1.029288572	0.969485018	1.111836832	0.794133842	1.293536174	0.764104158	0.8826083
H0796	0.86302798	1.311584642	0.74641447	0.965202862	1.005280882	0.881155366	1.159770894	0.83580944	1.080356706	1.057489554	1.44687105	1.038718656	0.935452714	1.166278732	1.282497942	1.454739202	1.006925684	0.937433702	0.957033624	1.165110102	1.29924472	1.286404506	1.497430698	0.748972702	1.09381065	1.110660322	0.923643572	1.147180324	0.927635974	0.787739004	1.454449576	1.414699302	0.908077522	0.790464862	0.0	1.203322536	1.030974288	0.832329776	1.310660042	0.682124574	1.043917954	0.838223282	0.594123788	0.666267414	1.09691617	0.83471015	1.39626447	1.016097504	1.446198778	0.753929776	1.054858718	1.182298882	1.191072204	1.120958286	0.78505633	1.06402963	1.37603512	1.180987376	0.916374022	0.897278654	0.961944518	0.759375916	0.93518876	0.700788434	0.903063962	1.016065198	1.295465178	0.934414158	1.182373508	1.200203844	1.266022426	1.044198898	1.06846236	0.806078286	0.987483666	1.20477338	0.969527146	0.95885975	1.117476378	1.205124342	1.350267696	1.258119134	1.180423974	1.250523486	0.84163295	0.876681602	1.400612132	0.742437024	1.343876572	1.07416466	0.761049698	1.018598396	1.528905594	0.886445154	0.940437942	0.876016784	1.394389712	0.908216338	0.931257968	1.093617406	1.208886156	1.298242054	0.907263992	1.498185464	0.791750712	0.932462662
J0126	1.248768552	1.281617874	1.182478762	0.918864714	0.998725714	0.91121689	1.023603678	0.74167834	1.25490859	0.85343913	1.323077126	1.201796004	0.712911746	0.796673748	1.070293958	1.058826262	0.793602596	0.85233423	1.408966688	0.81456707	1.231187744	1.101107098	1.113071114	0.952539758	1.158027662	1.186164386	1.061932976	1.204505476	0.987790258	1.144692468	1.176164964	0.901327166	0.99099041	0.95912729	1.203322536	0.0	1.253783024	0.969371784	0.791158054	0.911839578	0.827668198	1.065949418	0.9513599	0.905051746	0.703661182	0.93336851	1.002294886	0.859174048	0.868534786	1.052104088	0.797521638	0.986781502	0.799476488	1.113600238	0.991356718	1.453006514	1.00825684	0.909643036	1.159752266	1.06249535	1.029220882	1.076619928	1.256065976	0.895503486	1.349912266	0.794712978	0.729298386	0.920570466	0.617624304	0.940730664	1.088772498	0.829716222	0.731753328	0.71864405	0.861530618	0.93431796	0.743284626	1.09640903	1.390588918	0.80564453	1.221277648	1.401361238	1.43567175	1.422271574	0.992704298	1.386314582	1.266724692	0.920650084	1.103204932	0.81703938	1.008723418	1.120116104	1.180358866	1.054214734	1.332773198	1.223156004	0.929177412	1.07779381	1.069990568	0.730378294	0.926187464	0.46765473	1.327950088	0.53263424	1.277435824	1.331801234
J0024	1.204392212	1.617255478	1.011845422	1.096554794	1.24046273	1.283671054	1.041139974	1.185773336	0.741243806	1.26239799	1.614837362	1.243544492	1.160881682	1.2950238	1.411783566	1.572063282	1.237279852	1.121175154	1.062355224	1.279168434	1.399707536	1.342939158	1.48662893	0.854269918	1.197627378	0.991772698	1.166292104	1.246173584	0.860322966	1.071384976	1.573993696	1.440077034	1.125722334	1.182118894	1.030974288	1.253783024	0.0	0.877540376	1.310189626	1.183224766	1.022897762	0.862154278	1.176557272	1.103110834	1.316948678	1.037434294	1.363052666	1.322193876	1.309193458	1.114995788	1.08900931	1.298583214	1.30324742	0.975073006	1.075324606	0.995826206	1.396005252	1.437503436	1.242087626	1.256626842	0.958061006	1.071869544	1.223706432	0.875383006	0.842422938	1.058660166	1.40001185	1.14896207	1.328727168	1.388392252	1.404207042	1.171180506	1.237451596	1.219557298	1.283819706	1.292456664	1.117192834	1.22277003	1.25109773	1.35317765	1.5964698	1.479532458	1.423583206	1.29588131	1.238184366	1.231579862	1.43050846	1.071745648	1.4724372	1.251534372	0.96237003	1.253879456	1.62375869	0.983133214	1.309315638	0.827190308	1.372632076	0.911070314	1.252576932	1.285619358	1.46487712	1.386670502	1.23169628	1.454021216	1.301231996	1.352385422
J0054	1.036784188	1.506469338	0.822197626	0.77258967	0.826690342	1.030938742	0.975252298	0.99970704	0.940740394	0.853105914	1.466269642	0.790014516	0.930296086	0.925540144	1.063145666	1.166154542	0.84816196	0.740847678	0.949196088	1.010374802	1.184364716	1.12787895	1.255846242	0.702984678	1.034146678	0.944512694	0.786237652	1.221914588	0.81770297	0.844980672	1.158493708	1.24452193	0.926604106	0.913210826	0.832329776	0.969371784	0.877540376	0.0	1.102746846	0.938472166	0.791159746	0.291874794	0.97940834	0.850751898	0.942624942	0.735930134	0.988274554	1.08079132	1.157158478	0.87730748	0.895773114	1.09335321	0.934294348	0.80614491	0.904653382	0.986593266	1.281445756	1.161362644	0.99178573	1.042737618	0.823993206	0.820294204	1.002752956	0.384774642	0.843256298	0.729435682	0.971036654	0.781785746	1.015296612	1.180890048	1.189920674	0.848654642	0.955675288	0.967561262	0.886305182	1.069758064	0.94320135	0.90029043	0.96489605	0.912418234	1.401943596	1.123277698	1.121289134	1.170967046	0.96676119	1.029241426	1.449537512	0.741567592	1.244376108	0.942627456	0.686072466	0.834061424	1.208281206	0.611635866	1.13682621	0.542088956	1.187297608	0.825098486	1.043557344	0.800159034	1.191974176	1.049765098	1.050718544	1.182825272	1.070111104	1.182799658
J0056	1.370825994	1.516481352	1.233746916	1.020804396	1.054409364	1.16458166	1.282994788	0.991568766	1.362228428	1.0428839	1.393320232	1.309057426	0.850181476	0.85909953	1.128974624	1.060654676	0.950318926	0.964981216	1.51788767	0.95211432	1.26782177	1.124692984	0.61643608	1.18030808	1.120369004	0.97479676	1.209599542	1.308706762	1.205677824	1.25887819	1.18325217	0.605930908	1.211404224	1.148005224	1.310660042	0.791158054	1.310189626	1.102746846	0.0	1.12863932	0.823225404	1.219613568	1.151776454	1.168357324	0.944757392	1.021592968	0.894145096	1.097115778	1.11151478	1.33785921	0.952034272	1.040549712	0.991732346	1.120450688	1.24512588	1.518062036	0.862458362	1.069679658	1.276663824	1.298512976	1.136017044	1.296707454	1.371382046	1.16326688	1.301706028	0.937028208	0.863589756	1.08591488	0.859487742	1.047324938	1.225562064	0.911821484	0.845517278	1.014177352	0.973178992	0.989161602	0.919449336	1.113070252	1.382890836	0.9483318	1.479003546	1.40157534	1.440091044	1.441933192	1.173342008	1.591978176	1.415248854	0.995420494	1.309271418	0.946821374	1.248749396	1.241165542	1.213789384	1.039875388	1.505028624	1.302430998	0.455767962	1.178837148	1.29072625	0.862487684	1.186585878	0.785416816	1.492400258	0.867752322	1.478382974	1.526169536
H0762	0.954521698	1.015120608	0.936793388	0.98264162	0.913382312	0.667981544	1.097830788	0.402255014	1.148664016	0.743174476	1.30979844	1.173271778	0.760810448	0.990436386	1.260425084	1.257309684	0.79302103	0.815466544	1.099891222	1.07573882	1.25089487	1.273963252	1.352902036	0.685990292	0.974572908	1.264290796	1.014995574	1.217890486	0.869845864	0.774017294	1.361087798	1.22185158	0.788164712	0.60476126	0.682124574	0.911839578	1.183224766	0.938472166	1.12863932	0.0	1.027080396	0.96104506	0.328528802	0.39405152	0.879143224	0.702411372	1.220635604	0.686217134	1.297983104	0.583257198	0.951030232	1.058572004	1.055581406	1.07524502	0.58694974	1.167905596	1.166736906	1.041490126	0.862387584	0.631921212	1.041775416	0.577327062	1.031800378	0.691507152	1.035712836	0.964754732	1.050592972	0.704232072	0.83889203	0.969933142	1.114889628	0.983923588	0.899669506	0.41713548	0.829653524	1.001665318	0.761456496	0.969750032	1.279489848	0.955911784	1.199820546	1.327206884	1.232840232	1.29307402	0.54227084	0.937620308	1.28204927	0.66572239	1.20933055	0.949390066	0.740807712	1.123543274	1.381789336	0.965030096	0.763617768	0.939393698	1.23808149	1.033594524	0.644430294	0.930137892	1.027281974	1.020608712	0.778429202	1.267146738	0.685133078	0.802249532
H0647	1.14899359	1.580185652	0.773150388	0.866601212	0.920782404	1.156770624	1.225491452	1.047326982	1.191636352	1.01866814	1.51091524	1.087488638	0.8774042	0.954150766	0.95266512	0.979400552	0.880304386	0.94433058	1.253773126	1.059131588	1.167554474	1.06879908	1.046617244	0.952557916	1.002217576	0.8026736	0.961119746	1.269852378	1.06318874	1.077299962	1.079524946	0.966825252	1.0554573	1.079735728	1.043917954	0.827668198	1.022897762	0.791159746	0.823225404	1.027080396	0.0	0.909619004	1.07498447	1.019488068	1.042250768	0.873835648	0.634544724	1.171490526	1.115205048	1.13686889	0.932493236	1.104510752	0.99004015	0.748879916	1.07775412	1.306186308	1.195032014	1.241479442	1.243644152	1.234599492	0.822665128	1.088814166	1.29294687	0.899919276	0.986942524	0.792452464	1.033117544	0.9407249	1.014146682	1.20195433	1.246760152	0.91994026	0.958179254	1.07757812	1.031224328	1.075435586	0.855652876	1.042403072	1.182492828	0.955510172	1.539307126	1.367288108	1.369516972	1.399673936	1.09691196	1.3223497	1.435835098	0.933424354	1.314652646	0.99226131	1.058858088	0.977412122	1.07078002	0.939351672	1.302146948	0.986125698	0.917708442	0.945168212	1.219488054	0.874983164	1.299295778	0.870701804	1.297431326	0.95721933	1.341841586	1.40415614
J0072	1.02593299	1.482886992	0.839136912	0.893243304	0.875802236	1.050939456	0.992675408	1.014554758	0.961616196	0.909183952	1.485350036	0.834114838	0.977458276	1.008501562	1.124625888	1.262483444	0.943753554	0.815747664	0.938703898	1.090414216	1.267086602	1.235308836	1.387151644	0.717558244	1.091233464	1.024751276	0.851401558	1.207666286	0.804864412	0.86183931	1.244367266	1.333598156	0.9465554	0.947870476	0.838223282	1.065949418	0.862154278	0.291874794	1.219613568	0.96104506	0.909619004	0.0	1.003052942	0.879214732	1.016589196	0.79292008	1.108900396	1.081091882	1.257071184	0.885889542	0.97394832	1.141189248	1.02958775	0.84262086	0.919704592	0.982540928	1.332235822	1.198988086	1.0113372	1.050736892	0.937859184	0.826447406	1.008717802	0.439795212	0.857939832	0.813208972	1.113965708	0.837448748	1.077895962	1.175665062	1.241594688	0.886897864	1.010788482	0.994163232	0.940193856	1.146947054	0.963955544	0.955015548	0.95644936	0.997454184	1.389799218	1.19754904	1.126593436	1.19003284	0.996775352	1.034071448	1.445680366	0.797817682	1.281619526	0.993121474	0.723712312	0.916249154	1.299252924	0.713203828	1.144337692	0.579588534	1.317271138	0.892460552	1.048268862	0.935610648	1.200348686	1.159826328	1.035110238	1.304398746	1.071374806	1.15816204
H0768	0.954148608	1.103875834	0.912213922	1.02069877	0.965088854	0.701851026	1.133586974	0.477773004	1.161479162	0.815418554	1.339035986	1.17298274	0.766164514	1.034080172	1.288445814	1.302229194	0.821148352	0.864959442	1.109963072	1.076207414	1.266010544	1.297199086	1.376401202	0.703100566	1.001993018	1.25036953	1.052060604	1.222600504	0.875112854	0.829202764	1.3819108	1.243878026	0.824718806	0.642422734	0.594123788	0.9513599	1.176557272	0.97940834	1.151776454	0.328528802	1.07498447	1.003052942	0.0	0.449399622	0.903026874	0.73554941	1.25542537	0.758193952	1.311668942	0.695137456	0.968187282	1.090221002	1.074279424	1.08821033	0.636048234	1.173756494	1.193531892	1.051716216	0.890897106	0.713477362	1.049469874	0.663212172	1.046461152	0.750643926	1.048151354	0.969999898	1.10111685	0.822765022	0.859442524	0.998825596	1.149391126	0.999328366	0.906483464	0.45839653	0.865272974	1.022156084	0.770625802	0.987972138	1.297174006	0.976230614	1.223936268	1.36153841	1.285459934	1.312475114	0.685107858	0.939490954	1.273104716	0.679012096	1.242251848	0.95485418	0.80534797	1.157079472	1.433270826	0.974956102	0.858723054	0.97734772	1.250147608	1.036042082	0.722101584	0.982896478	1.044399848	1.057137426	0.86437518	1.279956976	0.806808652	0.88199213
H0781	0.908835738	1.071559812	0.872382652	0.951066224	0.891795456	0.62594558	1.038986984	0.43057833	1.032794152	0.771817672	1.308537772	1.11046735	0.791545916	0.956711942	1.287324492	1.342661352	0.833596778	0.730132184	1.018580622	1.03988244	1.227925834	1.23801556	1.37063832	0.601290888	0.981365152	1.198026632	0.965345426	1.139860346	0.811548284	0.722875422	1.385202782	1.277891164	0.745633136	0.518483456	0.666267414	0.905051746	1.103110834	0.850751898	1.168357324	0.39405152	1.019488068	0.879214732	0.449399622	0.0	0.895825564	0.668280904	1.26340606	0.740050706	1.258451064	0.47728733	0.912367752	1.046662688	1.05994227	1.056870632	0.514340524	1.093744284	1.205539946	1.048082806	0.730066436	0.598082148	0.975866096	0.530485458	0.922174982	0.611313596	0.971695172	0.941159332	1.064077988	0.750584964	0.887277806	0.988073482	1.094221176	0.940611904	0.913296806	0.410147044	0.843497168	1.041177306	0.759789628	0.910278348	1.212322452	1.007482228	1.185739578	1.295459576	1.196646512	1.155070724	0.535252804	0.773677192	1.210322642	0.56043135	1.172198246	0.94259325	0.602081616	1.067832538	1.428003096	0.899448624	0.71978284	0.83229923	1.243669142	0.937895248	0.655449146	0.890238344	0.98421377	1.043699296	0.75780665	1.274436726	0.68440765	0.855514
H0681	1.22120245	1.157363036	1.147277684	0.779309672	1.147473284	0.852865544	0.937551388	0.736236498	1.144687896	0.769199348	1.308057052	1.021347102	0.762798372	0.85832595	1.201911504	1.143071808	0.591680442	0.880822488	1.30309557	0.812801136	1.26243055	0.950580932	1.209959704	0.899289664	1.076302416	1.295205272	1.13198205	1.134508686	0.995275444	1.13709181	1.221656198	1.007170276	1.068849916	0.870892728	1.09691617	0.703661182	1.316948678	0.942624942	0.944757392	0.879143224	1.042250768	1.016589196	0.903026874	0.895825564	0.0	0.920761132	1.19919564	0.60635713	1.203242188	0.905955574	0.734995	0.900607048	0.775725666	1.095811356	0.936921444	1.269640188	1.06757697	0.659200218	1.091250364	1.035306984	1.0080063	0.954985034	1.267503938	0.813195892	1.264714424	0.915607752	0.794829604	0.765667396	0.675197246	0.847220018	1.036151632	0.801710356	0.550021514	0.75865904	0.911036736	0.953563766	0.829568524	1.059777012	1.456703752	0.742378944	1.006491302	1.315974016	1.351812056	1.393731084	0.940198916	1.23047738	1.236705014	0.848821646	1.041680978	0.567526658	1.034702	1.15819659	1.273014852	0.957069276	1.12783534	1.113335102	1.027566086	1.07142908	0.95991677	0.918864248	0.832314998	0.827781116	1.143317394	0.919502262	1.148253346	1.191729228
H0785	1.019471998	1.322628972	0.833208948	0.857993916	0.868658468	0.859405948	1.075335672	0.743895374	1.076131932	0.817832644	1.397791012	1.077613914	0.767305348	0.952238546	1.163099328	1.189329368	0.850229874	0.460243032	1.049783902	1.044425428	1.212544414	1.214676928	1.217781612	0.701517676	0.91843058	1.070666436	0.941170022	1.203516398	0.854364888	0.78991395	1.21027849	1.227158528	0.843074532	0.534509432	0.83471015	0.93336851	1.037434294	0.735930134	1.021592968	0.702411372	0.873835648	0.79292008	0.73554941	0.668280904	0.920761132	0.0	1.057452712	0.898814254	1.159471048	0.726533406	0.93701514	1.024196284	1.02877947	0.90466032	0.707398984	1.133026636	1.183107614	1.124406766	0.89254752	0.867908428	0.915314856	0.712414898	1.00122153	0.627453344	0.896894528	0.80170016	1.031719936	0.77137258	0.876100322	1.030189614	1.12268346	0.906031572	0.831183394	0.789238544	0.857221232	0.998592818	0.755754248	0.980082788	1.192760436	0.942090884	1.296091562	1.248376668	1.155740392	1.167319644	0.771409048	0.944239964	1.314780902	0.668385242	1.158964846	0.907845526	0.713959288	1.037675582	1.230351388	0.781971064	0.957711212	0.781190382	1.124930302	0.949102896	0.873445866	0.916631008	1.12553757	1.024381296	0.962340326	1.216920322	0.90922961	1.045286324
H0886	1.47174009	1.77059484	1.112597324	1.217269136	1.001806008	1.385410252	1.535576176	1.244804266	1.502249832	1.215894072	1.683812196	1.333433478	1.021076984	1.10283375	1.000752704	0.826837428	1.016101126	1.1690268	1.546711942	1.317274132	1.318880102	1.354454608	1.03542618	1.266687544	1.061549368	1.056766844	1.23180533	1.609996758	1.326222456	1.317638394	0.928367234	1.145139552	1.213921376	1.322127056	1.39626447	1.002294886	1.363052666	0.988274554	0.894145096	1.220635604	0.634544724	1.108900396	1.25542537	1.26340606	1.19919564	1.057452712	0.0	1.31538665	1.212480988	1.441170762	1.23943908	1.276978336	1.20639937	0.909001452	1.306333436	1.631442856	1.38071679	1.383129198	1.503860812	1.42781948	1.157729548	1.400172862	1.491653734	1.193319168	1.249002968	0.95981298	1.167296924	1.19808104	1.072773778	1.318911194	1.419168636	1.138211952	1.110245446	1.253477324	1.213164632	1.19370731	1.04361138	1.256780496	1.35847024	1.027220288	1.660462382	1.526465568	1.507716604	1.617516568	1.383562304	1.666709404	1.682933226	1.196099094	1.547518594	1.167956926	1.382253292	1.18681719	0.944624072	1.236724124	1.636533892	1.260917994	0.992666802	1.278691504	1.438217478	0.99703182	1.499902426	0.880817316	1.625586902	0.979001942	1.571419242	1.586947352
H0659	1.064267736	0.716945398	1.117043714	1.082948878	1.204508438	0.49727081	0.904575866	0.578496992	1.106068882	0.79251403	1.071761986	1.200387616	0.75454353	0.997448268	1.429484834	1.357851838	0.716942188	0.977888802	1.14800918	0.784557886	1.272024188	1.13350241	1.46001773	0.831677526	1.091714294	1.380012078	1.115149656	0.925840528	0.908318906	1.119778932	1.464758036	0.996278138	0.99149783	0.657830558	1.016097504	0.859174048	1.322193876	1.08079132	1.097115778	0.686217134	1.171490526	1.081091882	0.758193952	0.740050706	0.60635713	0.898814254	1.31538665	0.0	1.407907694	0.737944288	0.921412022	0.777483186	1.06635034	1.158095054	0.840000134	1.208356994	0.9520499	0.568158484	0.924552526	0.73260799	1.181881798	0.697645556	1.112075708	0.826444214	1.207362918	1.044348982	0.862292162	0.799962946	0.712426688	0.666238612	0.862122454	0.800080302	0.479641944	0.588307034	0.805595914	0.853853232	0.836016394	1.066169922	1.385819622	0.986670158	0.707612536	1.283615738	1.185645054	1.273961858	0.704505434	1.062009286	1.012803488	0.837269852	0.906343048	0.481665712	0.903160494	1.212527604	1.493820722	1.023157386	0.88104169	1.038914108	1.290039796	1.127101458	0.712382444	1.061997714	0.668223888	1.093107986	0.885143556	1.211402324	0.87219676	0.914675914
J0022	1.430321838	1.788385856	1.40391584	1.21269338	1.157690116	1.4887488	1.588124632	1.312668906	1.368954404	1.109371484	1.903508868	1.128461034	1.184165152	1.174616722	1.206277672	1.16604492	1.130555842	1.058804764	1.627428286	1.381211364	1.462624614	1.370079456	0.870865256	1.200953672	1.531119804	1.313832256	1.216394658	1.735921046	1.37904126	1.364445082	1.11451123	1.351466776	1.217580372	1.361245032	1.446198778	0.868534786	1.309193458	1.157158478	1.11151478	1.297983104	1.115205048	1.257071184	1.311668942	1.258451064	1.203242188	1.159471048	1.212480988	1.407907694	0.0	1.374097086	1.27267186	1.51970998	1.19137739	1.423582212	1.28636434	1.72268906	1.54019145	1.493044554	1.30276294	1.342205032	0.9547842	1.384350074	1.386735602	1.173171648	1.538093504	1.056217628	1.218007396	1.1434295	1.090460474	1.522681998	1.592877248	1.328709468	1.27418985	1.301812612	1.426841044	1.43743513	1.138679204	1.422955024	1.483866524	0.76105486	1.759636146	1.387967732	1.498010448	1.420152928	1.416965904	1.568165844	1.746712438	1.268078682	1.66556747	1.351714998	1.345130776	1.22548267	1.029279444	1.321385812	1.647835736	1.482536226	1.070927022	1.284611232	1.349666834	0.945596664	1.500027598	0.889884016	1.58646545	0.770635262	1.469184314	1.501463392
H0800	0.896206372	1.079687614	0.913646566	0.886677614	0.870535478	0.688013782	0.939014014	0.679774952	0.964027178	0.774054442	1.426766966	1.059347016	0.911845966	1.126674804	1.316015738	1.44313661	0.947168056	0.774924422	0.94077202	1.056511246	1.316417284	1.19344131	1.494530902	0.510241074	1.109469946	1.215107906	0.927833792	1.128529848	0.865681482	0.666480912	1.4201968	1.413187338	0.710205134	0.596963342	0.753929776	1.052104088	1.114995788	0.87730748	1.33785921	0.583257198	1.13686889	0.885889542	0.695137456	0.47728733	0.905955574	0.726533406	1.441170762	0.737944288	1.374097086	0.0	0.938680622	1.11392311	1.060431608	1.148162258	0.519117318	1.014199782	1.330005136	1.075769292	0.761724406	0.688224586	1.006319302	0.443137704	0.972605348	0.59408115	0.96339303	0.974824834	1.23539845	0.705143886	1.009551896	1.114956564	1.188587722	1.048629318	1.014470952	0.666587974	0.978467506	1.179967956	0.876833426	0.97528835	1.20484747	1.10863577	1.183982592	1.271901726	1.16989047	1.170375426	0.563876602	0.696827438	1.310174924	0.693290532	1.188313216	1.026689828	0.601568802	1.04718576	1.496345026	0.854433638	0.675991578	0.804797952	1.400141668	0.934833822	0.619926208	1.010693658	0.963752968	1.171726698	0.665540188	1.411311416	0.660470508	0.802079594
H0716	1.194227706	1.321345328	1.087933072	0.773743664	1.152122696	0.965800988	0.897671436	0.873166074	0.947422952	0.901422576	1.256505252	1.003342006	0.848212756	0.891944178	1.249300604	1.239317672	0.79274161	0.929626196	1.203186398	0.846986952	1.112033158	1.02362788	1.264512508	0.833079124	1.062121624	1.084747312	1.057698902	1.074701462	0.903217912	1.119433114	1.31125253	1.023048428	1.093157444	0.958195508	1.054858718	0.797521638	1.08900931	0.895773114	0.952034272	0.951030232	0.932493236	0.97394832	0.968187282	0.912367752	0.734995	0.93701514	1.23943908	0.921412022	1.27267186	0.938680622	0.0	1.00192744	0.92374209	1.035247904	0.921423052	0.90123836	1.098771986	0.918711626	1.140543496	1.099862068	0.970009716	0.90592393	1.305924714	0.779025628	1.138319988	0.877793884	0.949564984	0.779549224	0.899398014	0.987047534	1.182441796	0.862497688	0.791422434	0.911715024	0.909165676	1.097130874	0.86609408	1.05074022	1.339983388	0.97968302	1.260370182	1.42012184	1.415000988	1.331953684	0.889117676	1.17627014	1.200576778	0.789429734	1.191799322	0.83353545	0.91603082	1.133618842	1.3658673	0.524538244	1.16315058	1.041944194	1.010360726	0.873888816	1.041990514	0.95802216	0.959988778	0.955424368	1.109307526	1.074837662	1.243206174	1.288614172
H0656	1.38667677	1.010194544	1.14611622	1.144628872	1.300671944	0.840436052	0.964826392	0.902028378	1.307354184	1.09042772	0.917923404	1.28925917	0.812029016	1.05833373	1.411877272	1.357299196	1.038434402	1.080340852	1.299240626	0.655460652	1.350651706	1.079886172	1.435899952	1.082222976	1.087175476	1.336277428	1.32153167	0.81187347	1.014385132	1.179932266	1.49861333	0.859516916	1.256436172	1.02942874	1.182298882	0.986781502	1.298583214	1.09335321	1.040549712	1.058572004	1.104510752	1.141189248	1.090221002	1.046662688	0.900607048	1.024196284	1.276978336	0.777483186	1.51970998	1.11392311	1.00192744	0.0	1.105415902	1.105635772	1.123455848	1.337675068	0.766452074	0.656592414	1.17846988	1.176905132	1.226389816	1.105503238	1.256045694	1.055332952	1.219380804	1.051196924	0.819027324	1.134431892	0.957553686	0.728234566	0.574936612	0.779868456	0.648001198	0.939208868	0.856890676	0.59161611	0.95265966	1.095767684	1.448786852	1.215874696	0.91389993	1.420621772	1.359989588	1.313021356	1.053640472	1.382410696	0.89026585	0.905916674	0.631163578	0.621555522	1.102660892	1.375612086	1.501579592	1.143565616	1.325285644	1.125964318	1.21104577	1.206677788	1.075313238	1.127038068	0.75182285	1.180034452	1.313594174	1.172080402	1.322888454	1.395823228
