"Feature","PathCR.0.n","PathCR.0.mn","PathCR.1.n","PathCR.1.mn","PathCR.0.vs.PathCR.1","p.adj"
"p_Proteobacteria.c_Alphaproteobacteria.o_Rhizobiales.f_Methylobacteriaceae.g_Methylobacterium","9","0.111111111111111","3","0.673333333333333",1,NA
"p_Proteobacteria.c_Alphaproteobacteria.o_Rhodospirillales.f_Acetobacteraceae.g_Acetobacter","9","0.0577777777777778","3","0.413333333333333",0.374449715350919,0.885719597580374
"p_Proteobacteria.c_Alphaproteobacteria.o_Sphingomonadales.f_Sphingomonadaceae.g_Sphingomonas","9","1.11333333333333","3","0.0933333333333334",0.337747118933668,0.885719597580374
"p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiaceae.g_Burkholderia","9","0.331111111111111","3","0.56",0.852023015010802,0.910887330396703
"p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiaceae.g_Ralstonia","9","0.442222222222222","3","0.946666666666667",1,NA
"p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiales_incertae_sedis.g_Aquabacterium","9","0.128888888888889","3","0.293333333333333",0.847957443439612,0.910887330396703
"p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiales_incertae_sedis.g_unassigned","9","0.162222222222222","3","0.0266666666666667",0.488825222849476,0.885719597580374
"p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Comamonadaceae.g_Pelomonas","9","2.33777777777778","3","1.91333333333333",0.711048465307932,0.885719597580374
"p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_Enterobacter","9","0.233333333333333","3","0.246666666666667",0.409520191703627,0.885719597580374
"p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_EscherichiaShigella","9","0.257777777777778","3","4.4",0.442281336405746,0.885719597580374
"p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_Klebsiella","9","0.484444444444444","3","0.14",0.55377503261028,0.885719597580374
"p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_unassigned","9","0.151111111111111","3","1.63333333333333",0.0598090002308662,0.649333616692466
"p_Proteobacteria.c_Gammaproteobacteria.o_Pasteurellales.f_Pasteurellaceae.g_Haemophilus","9","0.244444444444444","3","0",0.0552058891133983,0.649333616692466
"p_Proteobacteria.c_Gammaproteobacteria.o_Pseudomonadales.f_Moraxellaceae.g_Acinetobacter","9","0.268888888888889","3","0.62",1,NA
"p_Proteobacteria.c_unassigned.o_unassigned.f_unassigned.g_unassigned","9","0.171111111111111","3","0.06",0.575743100467251,0.885719597580374
"p_Verrucomicrobia.c_Verrucomicrobiae.o_Verrucomicrobiales.f_Verrucomicrobiaceae.g_Akkermansia","9","0.284444444444444","3","0.0533333333333333",0.55377503261028,0.885719597580374
"p_unassigned.c_unassigned.o_unassigned.f_unassigned.g_unassigned","9","0.155555555555556","3","0.06",0.769406747296396,0.885719597580374
